dates,county,cases,deaths
2020-04-24,Alcona,0,0
2020-04-24,Allegan,4,1
2020-04-24,Alpena,13,1
2020-04-24,Antrim,0,0
2020-04-24,Arenac,1,0
2020-04-24,Barry,1,0
2020-04-24,Bay,5,0
2020-04-24,Benzie,0,0
2020-04-24,Berrien,21,0
2020-04-24,Branch,2,0
2020-04-24,Calhoun,13,4
2020-04-24,Cass,2,0
2020-04-24,Charlevoix,0,0
2020-04-24,Cheboygan,1,0
2020-04-24,Chippewa,1,0
2020-04-24,Clare,0,0
2020-04-24,Clinton,1,1
2020-04-24,Crawford,3,1
2020-04-24,Delta,0,0
2020-04-24,Detroit,156,31
2020-04-24,Dickinson,0,0
2020-04-24,Eaton,3,0
2020-04-24,Emmet,0,0
2020-04-24,Genesee,47,7
2020-04-24,Gladwin,0,0
2020-04-24,Gogebic,0,0
2020-04-24,Grand Traverse,0,0
2020-04-24,Gratiot,0,0
2020-04-24,Hillsdale,11,0
2020-04-24,Houghton,0,0
2020-04-24,Huron,0,0
2020-04-24,Ingham,21,0
2020-04-24,Ionia,5,0
2020-04-24,Iosco,8,1
2020-04-24,Isabella,1,0
2020-04-24,Jackson,15,1
2020-04-24,Kalamazoo,37,0
2020-04-24,Kalkaska,0,0
2020-04-24,Kent,91,2
2020-04-24,Lake,0,0
2020-04-24,Lapeer,4,0
2020-04-24,Leelanau,0,0
2020-04-24,Lenawee,0,0
2020-04-24,Livingston,0,0
2020-04-24,Luce,0,0
2020-04-24,Mackinac,0,0
2020-04-24,Macomb,160,11
2020-04-24,Manistee,0,0
2020-04-24,Marquette,4,0
2020-04-24,Mason,0,0
2020-04-24,Mecosta,1,0
2020-04-24,Menominee,0,0
2020-04-24,Midland,-1,0
2020-04-24,Missaukee,2,0
2020-04-24,Monroe,7,1
2020-04-24,Montcalm,0,0
2020-04-24,Montmorency,1,0
2020-04-24,Muskegon,18,1
2020-04-24,Newaygo,1,0
2020-04-24,Oakland,170,18
2020-04-24,Oceana,0,0
2020-04-24,Ogemaw,0,0
2020-04-24,Osceola,0,0
2020-04-24,Oscoda,0,0
2020-04-24,Otsego,1,1
2020-04-24,Ottawa,6,1
2020-04-24,Presque Isle,1,0
2020-04-24,Roscommon,1,0
2020-04-24,Saginaw,27,2
2020-04-24,Sanilac,0,0
2020-04-24,Schoolcraft,0,0
2020-04-24,Shiawassee,5,0
2020-04-24,St. Clair,10,0
2020-04-24,St. Joseph,0,0
2020-04-24,Tuscola,2,0
2020-04-24,Van Buren,-1,0
2020-04-24,Washtenaw,14,5
2020-04-24,Wayne,257,16
2020-04-24,Wexford,1,0
2020-04-24,MDOC,214,0
2020-04-24,FCI,2,0
2020-04-24,Unknown,5,1
2020-04-24,Non-MI,-25,1
2020-04-24,Totals,36641,3085
