dates,county,cases,deaths
2020-05-06,Alcona,0,0
2020-05-06,Allegan,4,0
2020-05-06,Alpena,1,0
2020-05-06,Antrim,0,0
2020-05-06,Arenac,0,0
2020-05-06,Baraga,0,0
2020-05-06,Barry,0,0
2020-05-06,Bay,14,1
2020-05-06,Benzie,0,0
2020-05-06,Berrien,29,0
2020-05-06,Branch,2,0
2020-05-06,Calhoun,4,1
2020-05-06,Cass,1,0
2020-05-06,Charlevoix,1,0
2020-05-06,Cheboygan,0,0
2020-05-06,Chippewa,0,0
2020-05-06,Clare,1,0
2020-05-06,Clinton,3,0
2020-05-06,Crawford,0,0
2020-05-06,Delta,0,0
2020-05-06,Detroit,112,18
2020-05-06,Dickinson,1,0
2020-05-06,Eaton,3,0
2020-05-06,Emmet,0,0
2020-05-06,Genesee,42,8
2020-05-06,Gladwin,1,0
2020-05-06,Gogebic,0,0
2020-05-06,Grand Traverse,0,0
2020-05-06,Gratiot,0,0
2020-05-06,Hillsdale,1,0
2020-05-06,Houghton,0,0
2020-05-06,Huron,3,0
2020-05-06,Ingham,21,0
2020-05-06,Ionia,5,0
2020-05-06,Iosco,1,0
2020-05-06,Isabella,0,0
2020-05-06,Jackson,6,0
2020-05-06,Kalamazoo,50,1
2020-05-06,Kalkaska,0,0
2020-05-06,Kent,102,0
2020-05-06,Lake,0,0
2020-05-06,Lapeer,1,2
2020-05-06,Leelanau,0,0
2020-05-06,Lenawee,4,0
2020-05-06,Livingston,4,0
2020-05-06,Luce,0,0
2020-05-06,Mackinac,0,0
2020-05-06,Macomb,43,15
2020-05-06,Manistee,0,0
2020-05-06,Marquette,2,0
2020-05-06,Mason,1,0
2020-05-06,Mecosta,1,0
2020-05-06,Menominee,0,0
2020-05-06,Midland,1,0
2020-05-06,Missaukee,0,0
2020-05-06,Monroe,27,2
2020-05-06,Montcalm,0,0
2020-05-06,Montmorency,0,0
2020-05-06,Muskegon,17,1
2020-05-06,Newaygo,1,0
2020-05-06,Oakland,51,2
2020-05-06,Oceana,1,0
2020-05-06,Ogemaw,0,0
2020-05-06,Osceola,0,0
2020-05-06,Oscoda,0,0
2020-05-06,Otsego,1,0
2020-05-06,Ottawa,18,2
2020-05-06,Presque Isle,0,0
2020-05-06,Roscommon,0,0
2020-05-06,Saginaw,18,4
2020-05-06,Sanilac,2,0
2020-05-06,Schoolcraft,0,0
2020-05-06,Shiawassee,7,1
2020-05-06,St. Clair,0,1
2020-05-06,St. Joseph,1,0
2020-05-06,Tuscola,1,2
2020-05-06,Van Buren,-1,0
2020-05-06,Washtenaw,6,1
2020-05-06,Wayne,68,10
2020-05-06,Wexford,0,0
2020-05-06,MDOC,38,0
2020-05-06,FCI,6,0
2020-05-06,Unknown,-12,-1
2020-05-06,Non-MI,-58,0
2020-05-06,Totals,45054,4250
