dates,county,cases,deaths
2020-05-26,Alcona,0,0
2020-05-26,Allegan,2,0
2020-05-26,Alpena,0,0
2020-05-26,Antrim,1,0
2020-05-26,Arenac,0,0
2020-05-26,Baraga,0,0
2020-05-26,Barry,0,0
2020-05-26,Bay,1,0
2020-05-26,Benzie,0,0
2020-05-26,Berrien,3,5
2020-05-26,Branch,1,0
2020-05-26,Calhoun,2,0
2020-05-26,Cass,1,0
2020-05-26,Charlevoix,0,0
2020-05-26,Cheboygan,0,0
2020-05-26,Chippewa,0,0
2020-05-26,Clare,0,0
2020-05-26,Clinton,0,0
2020-05-26,Crawford,0,0
2020-05-26,Delta,0,0
2020-05-26,Detroit,91,4
2020-05-26,Dickinson,0,0
2020-05-26,Eaton,0,0
2020-05-26,Emmet,0,0
2020-05-26,Genesee,3,3
2020-05-26,Gladwin,0,0
2020-05-26,Gogebic,0,0
2020-05-26,Grand Traverse,0,0
2020-05-26,Gratiot,0,0
2020-05-26,Hillsdale,0,0
2020-05-26,Houghton,1,0
2020-05-26,Huron,0,0
2020-05-26,Ingham,4,0
2020-05-26,Ionia,1,0
2020-05-26,Iosco,2,0
2020-05-26,Isabella,0,0
2020-05-26,Jackson,0,0
2020-05-26,Kalamazoo,1,2
2020-05-26,Kalkaska,0,0
2020-05-26,Kent,35,4
2020-05-26,Lake,-1,0
2020-05-26,Lapeer,0,0
2020-05-26,Leelanau,0,0
2020-05-26,Lenawee,0,0
2020-05-26,Livingston,1,0
2020-05-26,Luce,0,0
2020-05-26,Mackinac,0,0
2020-05-26,Macomb,12,1
2020-05-26,Manistee,0,0
2020-05-26,Marquette,0,0
2020-05-26,Mason,0,0
2020-05-26,Mecosta,0,0
2020-05-26,Menominee,0,0
2020-05-26,Midland,0,0
2020-05-26,Missaukee,0,0
2020-05-26,Monroe,1,0
2020-05-26,Montcalm,0,0
2020-05-26,Montmorency,0,0
2020-05-26,Muskegon,1,0
2020-05-26,Newaygo,1,0
2020-05-26,Oakland,14,3
2020-05-26,Oceana,1,0
2020-05-26,Ogemaw,0,0
2020-05-26,Osceola,0,0
2020-05-26,Oscoda,0,0
2020-05-26,Otsego,0,0
2020-05-26,Ottawa,5,2
2020-05-26,Presque Isle,0,0
2020-05-26,Roscommon,0,0
2020-05-26,Saginaw,3,1
2020-05-26,Sanilac,0,0
2020-05-26,Schoolcraft,0,0
2020-05-26,Shiawassee,1,0
2020-05-26,St. Clair,0,1
2020-05-26,St. Joseph,2,0
2020-05-26,Tuscola,1,0
2020-05-26,Van Buren,3,0
2020-05-26,Washtenaw,3,0
2020-05-26,Wayne,19,0
2020-05-26,Wexford,0,0
2020-05-26,MDOC,2,0
2020-05-26,FCI,6,0
2020-05-26,Unknown,0,0
2020-05-26,Non-MI,-1,0
2020-05-26,Grand Total,55104,5266
