2020-04-14,Allegan,23,0.0
2020-04-14,Alpena,1,0.0
2020-04-14,Antrim,8,0.0
2020-04-14,Arenac,5,0.0
2020-04-14,Barry,14,1.0
2020-04-14,Bay,60,2.0
2020-04-14,Berrien,111,5.0
2020-04-14,Branch,29,2.0
2020-04-14,Calhoun,90,3.0
2020-04-14,Cass,13,1.0
2020-04-14,Charlevoix,11,1.0
2020-04-14,Cheboygan,12,1.0
2020-04-14,Clare,4,1.0
2020-04-14,Clinton,98,4.0
2020-04-14,Crawford,15,1.0
2020-04-14,Delta,9,1.0
2020-04-14,Detroit City,7004,427.0
2020-04-14,Dickinson,3,2.0
2020-04-14,Eaton,76,5.0
2020-04-14,Emmet,21,2.0
2020-04-14,Genesee,1030,86.0
2020-04-14,Gladwin,5,0.0
2020-04-14,Gogebic,4,1.0
2020-04-14,Grand Traverse,17,3.0
2020-04-14,Gratiot,7,0.0
2020-04-14,Hillsdale,79,9.0
2020-04-14,Houghton,2,0.0
2020-04-14,Huron,6,0.0
2020-04-14,Ingham,263,4.0
2020-04-14,Ionia,17,2.0
2020-04-14,Iosco,4,1.0
2020-04-14,Isabella,42,4.0
2020-04-14,Jackson,183,7.0
2020-04-14,Kalamazoo,94,8.0
2020-04-14,Kalkaska,14,2.0
2020-04-14,Kent,325,14.0
2020-04-14,Lake,2,0.0
2020-04-14,Lapeer,117,9.0
2020-04-14,Leelanau,4,0.0
2020-04-14,Lenawee,53,0.0
2020-04-14,Livingston,238,6.0
2020-04-14,Luce,1,0.0
2020-04-14,Mackinac,4,0.0
2020-04-14,Macomb,3620,293.0
2020-04-14,Manistee,10,0.0
2020-04-14,Marquette,26,5.0
2020-04-14,Mason,3,0.0
2020-04-14,Mecosta,11,1.0
2020-04-14,Menominee,1,0.0
2020-04-14,Midland,33,1.0
2020-04-14,Missaukee,1,1.0
2020-04-14,Monroe,196,8.0
2020-04-14,Montcalm,23,1.0
2020-04-14,Montmorency,1,0.0
2020-04-14,Muskegon,85,5.0
2020-04-14,Newaygo,7,0.0
2020-04-14,Oakland,5364,364.0
2020-04-14,Oceana,3,1.0
2020-04-14,Ogemaw,4,0.0
2020-04-14,Osceola,5,0.0
2020-04-14,Oscoda,4,0.0
2020-04-14,Otsego,34,2.0
2020-04-14,Ottawa,67,2.0
2020-04-14,Presque Isle,2,0.0
2020-04-14,Roscommon,9,0.0
2020-04-14,Saginaw,302,17.0
2020-04-14,Sanilac,23,2.0
2020-04-14,Schoolcraft,3,0.0
2020-04-14,Shiawassee,62,1.0
2020-04-14,St Clair,211,7.0
2020-04-14,St Joseph,22,1.0
2020-04-14,Tuscola,45,9.0
2020-04-14,Van Buren,22,2.0
2020-04-14,Washtenaw,772,21.0
2020-04-14,Wayne,5205,393.0
2020-04-14,Wexford,7,1.0
2020-04-14,MDOC,429,9.0
2020-04-14,FCI,23,0.0
2020-04-14,Unknown,91,4.0
2020-04-14,Out of State,157,2.0
2020-04-14,Totals,27001,1768.0
