2020-04-21,Alcona,3,0.0
2020-04-21,Allegan,47,0.0
2020-04-21,Alpena,35,1.0
2020-04-21,Antrim,9,0.0
2020-04-21,Arenac,13,1.0
2020-04-21,Barry,26,1.0
2020-04-21,Bay,86,2.0
2020-04-21,Benzie,4,0.0
2020-04-21,Berrien,170,10.0
2020-04-21,Branch,43,2.0
2020-04-21,Calhoun,156,5.0
2020-04-21,Cass,22,1.0
2020-04-21,Charlevoix,12,1.0
2020-04-21,Cheboygan,14,1.0
2020-04-21,Chippewa,1,0.0
2020-04-21,Clare,9,1.0
2020-04-21,Clinton,105,7.0
2020-04-21,Crawford,30,2.0
2020-04-21,Delta,12,2.0
2020-04-21,Detroit City,7904,728.0
2020-04-21,Dickinson,3,2.0
2020-04-21,Eaton,99,5.0
2020-04-21,Emmet,21,2.0
2020-04-21,Genesee,1298,131.0
2020-04-21,Gladwin,9,1.0
2020-04-21,Gogebic,4,1.0
2020-04-21,Grand Traverse,19,5.0
2020-04-21,Gratiot,8,1.0
2020-04-21,Hillsdale,94,11.0
2020-04-21,Houghton,2,0.0
2020-04-21,Huron,9,0.0
2020-04-21,Ingham,335,6.0
2020-04-21,Ionia,26,2.0
2020-04-21,Iosco,15,2.0
2020-04-21,Isabella,53,7.0
2020-04-21,Jackson,280,12.0
2020-04-21,Kalamazoo,201,10.0
2020-04-21,Kalkaska,17,2.0
2020-04-21,Kent,626,25.0
2020-04-21,Lake,2,0.0
2020-04-21,Lapeer,148,22.0
2020-04-21,Leelanau,7,0.0
2020-04-21,Lenawee,71,0.0
2020-04-21,Livingston,301,11.0
2020-04-21,Luce,1,0.0
2020-04-21,Mackinac,4,0.0
2020-04-21,Macomb,4544,445.0
2020-04-21,Manistee,11,0.0
2020-04-21,Marquette,35,6.0
2020-04-21,Mason,4,0.0
2020-04-21,Mecosta,14,1.0
2020-04-21,Menominee,1,0.0
2020-04-21,Midland,48,3.0
2020-04-21,Missaukee,6,1.0
2020-04-21,Monroe,241,10.0
2020-04-21,Montcalm,26,1.0
2020-04-21,Montmorency,4,0.0
2020-04-21,Muskegon,160,10.0
2020-04-21,Newaygo,10,0.0
2020-04-21,Oakland,6306,506.0
2020-04-21,Oceana,4,1.0
2020-04-21,Ogemaw,6,0.0
2020-04-21,Osceola,8,0.0
2020-04-21,Oscoda,4,0.0
2020-04-21,Otsego,77,6.0
2020-04-21,Ottawa,129,7.0
2020-04-21,Presque Isle,6,0.0
2020-04-21,Roscommon,11,0.0
2020-04-21,Saginaw,433,32.0
2020-04-21,Sanilac,32,3.0
2020-04-21,Schoolcraft,3,0.0
2020-04-21,Shiawassee,121,3.0
2020-04-21,St Clair,259,15.0
2020-04-21,St Joseph,25,1.0
2020-04-21,Tuscola,63,11.0
2020-04-21,Van Buren,34,2.0
2020-04-21,Washtenaw,900,38.0
2020-04-21,Wayne,6351,550.0
2020-04-21,Wexford,7,1.0
2020-04-21,MDOC*,615,20.0
2020-04-21,FCI**,57,0.0
2020-04-21,Unknown,26,2.0
2020-04-21,Out of State,32,2.0
2020-04-21,Totals,32967,2700.0
