dates,county,cases,deaths
2020-04-03,Allegan,1,0
2020-04-03,Antrim,0,0
2020-04-03,Arenac,1,0
2020-04-03,Barry,1,0
2020-04-03,Bay,2,0
2020-04-03,Berrien,12,0
2020-04-03,Branch,1,0
2020-04-03,Calhoun,6,1
2020-04-03,Cass,0,0
2020-04-03,Charlevoix,0,0
2020-04-03,Cheboygan,3,0
2020-04-03,Chippewa,0,0
2020-04-03,Clare,1,0
2020-04-03,Clinton,6,0
2020-04-03,Crawford,0,0
2020-04-03,Delta,1,0
2020-04-03,Detroit,692,16
2020-04-03,Dickinson,0,1
2020-04-03,Eaton,10,1
2020-04-03,Emmet,0,1
2020-04-03,Genesee,73,1
2020-04-03,Gladwin,0,0
2020-04-03,Gogebic,0,0
2020-04-03,Grand Traverse,2,0
2020-04-03,Gratiot,0,0
2020-04-03,Hillsdale,2,1
2020-04-03,Houghton,0,0
2020-04-03,Huron,0,0
2020-04-03,Ingham,24,0
2020-04-03,Ionia,1,0
2020-04-03,Iosco,0,0
2020-04-03,Isabella,1,1
2020-04-03,Jackson,2,1
2020-04-03,Kalamazoo,6,0
2020-04-03,Kalkaska,1,0
2020-04-03,Kent,11,0
2020-04-03,Lapeer,1,0
2020-04-03,Leelanau,0,0
2020-04-03,Lenawee,0,0
2020-04-03,Livingston,8,0
2020-04-03,Luce,1,0
2020-04-03,Mackinac,1,0
2020-04-03,Macomb,228,7
2020-04-03,Manistee,0,0
2020-04-03,Marquette,2,0
2020-04-03,Mecosta,1,0
2020-04-03,Midland,1,0
2020-04-03,Missaukee,0,0
2020-04-03,Monroe,16,0
2020-04-03,Montcalm,2,0
2020-04-03,Muskegon,4,0
2020-04-03,Newaygo,0,0
2020-04-03,Oakland,357,17
2020-04-03,Oceana,1,0
2020-04-03,Ogemaw,0,0
2020-04-03,Osceola,0,0
2020-04-03,Oscoda,0,0
2020-04-03,Otsego,1,0
2020-04-03,Ottawa,2,0
2020-04-03,Presque Isle,1,0
2020-04-03,Roscommon,1,0
2020-04-03,Saginaw,8,0
2020-04-03,Sanilac,2,0
2020-04-03,Shiawassee,1,0
2020-04-03,St Clair,66,0
2020-04-03,St Joseph,10,0
2020-04-03,Tuscola,1,0
2020-04-03,Van Buren,0,0
2020-04-03,Washtenaw,39,0
2020-04-03,Wayne,335,13
2020-04-03,Wexford,1,0
2020-04-03,Unknown,37,1
2020-04-03,Non-MI,26,0
2020-04-03,Totals,12744,479
