dates,county,cases,deaths
2020-04-29,Alcona,0,0
2020-04-29,Allegan,10,1
2020-04-29,Alpena,9,0
2020-04-29,Antrim,1,0
2020-04-29,Arenac,0,0
2020-04-29,Barry,3,0
2020-04-29,Bay,7,0
2020-04-29,Benzie,2,0
2020-04-29,Berrien,10,0
2020-04-29,Branch,3,0
2020-04-29,Calhoun,9,0
2020-04-29,Cass,2,0
2020-04-29,Charlevoix,0,0
2020-04-29,Cheboygan,0,0
2020-04-29,Chippewa,0,0
2020-04-29,Clare,0,0
2020-04-29,Clinton,3,0
2020-04-29,Crawford,3,0
2020-04-29,Delta,0,0
2020-04-29,Detroit,146,20
2020-04-29,Dickinson,0,0
2020-04-29,Eaton,5,0
2020-04-29,Emmet,0,0
2020-04-29,Genesee,31,6
2020-04-29,Gladwin,4,0
2020-04-29,Gogebic,0,0
2020-04-29,Grand Traverse,0,0
2020-04-29,Gratiot,3,0
2020-04-29,Hillsdale,3,1
2020-04-29,Houghton,0,0
2020-04-29,Huron,3,0
2020-04-29,Ingham,20,0
2020-04-29,Ionia,7,0
2020-04-29,Iosco,-1,0
2020-04-29,Isabella,1,0
2020-04-29,Jackson,9,1
2020-04-29,Kalamazoo,21,0
2020-04-29,Kalkaska,0,0
2020-04-29,Kent,90,0
2020-04-29,Lake,0,0
2020-04-29,Lapeer,1,1
2020-04-29,Leelanau,1,0
2020-04-29,Lenawee,4,0
2020-04-29,Livingston,9,0
2020-04-29,Luce,0,0
2020-04-29,Mackinac,1,0
2020-04-29,Macomb,91,25
2020-04-29,Manistee,0,0
2020-04-29,Marquette,2,0
2020-04-29,Mason,1,0
2020-04-29,Mecosta,-1,0
2020-04-29,Menominee,0,0
2020-04-29,Midland,3,1
2020-04-29,Missaukee,0,0
2020-04-29,Monroe,7,0
2020-04-29,Montcalm,1,0
2020-04-29,Montmorency,0,0
2020-04-29,Muskegon,20,1
2020-04-29,Newaygo,6,0
2020-04-29,Oakland,147,14
2020-04-29,Oceana,1,0
2020-04-29,Ogemaw,1,0
2020-04-29,Osceola,0,0
2020-04-29,Oscoda,0,0
2020-04-29,Otsego,2,0
2020-04-29,Ottawa,14,0
2020-04-29,Presque Isle,1,0
2020-04-29,Roscommon,1,0
2020-04-29,Saginaw,23,4
2020-04-29,Sanilac,0,0
2020-04-29,Schoolcraft,0,0
2020-04-29,Shiawassee,0,0
2020-04-29,St. Clair,4,0
2020-04-29,St. Joseph,0,0
2020-04-29,Tuscola,4,0
2020-04-29,Van Buren,3,0
2020-04-29,Washtenaw,16,3
2020-04-29,Wayne,175,25
2020-04-29,Wexford,1,0
2020-04-29,MDOC,190,3
2020-04-29,FCI,4,0
2020-04-29,Non-MI,11,-1
2020-04-29,Totals,40399,3670
