dates,county,cases,deaths
2020-04-22,Alcona,1,0
2020-04-22,Allegan,3,0
2020-04-22,Alpena,3,0
2020-04-22,Antrim,0,0
2020-04-22,Arenac,0,0
2020-04-22,Barry,2,0
2020-04-22,Bay,7,0
2020-04-22,Benzie,0,0
2020-04-22,Berrien,7,1
2020-04-22,Branch,-1,0
2020-04-22,Calhoun,12,0
2020-04-22,Cass,1,0
2020-04-22,Charlevoix,0,0
2020-04-22,Cheboygan,0,0
2020-04-22,Chippewa,0,0
2020-04-22,Clare,1,0
2020-04-22,Clinton,1,0
2020-04-22,Crawford,2,0
2020-04-22,Delta,0,0
2020-04-22,Detroit,122,19
2020-04-22,Dickinson,0,0
2020-04-22,Eaton,5,0
2020-04-22,Emmet,1,0
2020-04-22,Genesee,64,7
2020-04-22,Gladwin,1,0
2020-04-22,Gogebic,0,0
2020-04-22,Grand Traverse,0,0
2020-04-22,Gratiot,0,0
2020-04-22,Hillsdale,3,1
2020-04-22,Houghton,0,0
2020-04-22,Huron,0,0
2020-04-22,Ingham,15,1
2020-04-22,Ionia,1,0
2020-04-22,Iosco,0,0
2020-04-22,Isabella,1,0
2020-04-22,Jackson,9,0
2020-04-22,Kalamazoo,11,1
2020-04-22,Kalkaska,0,0
2020-04-22,Kent,131,0
2020-04-22,Lake,0,0
2020-04-22,Lapeer,6,1
2020-04-22,Leelanau,1,0
2020-04-22,Lenawee,6,0
2020-04-22,Livingston,7,0
2020-04-22,Luce,0,0
2020-04-22,Mackinac,1,0
2020-04-22,Macomb,84,28
2020-04-22,Manistee,0,0
2020-04-22,Marquette,0,0
2020-04-22,Mason,1,0
2020-04-22,Mecosta,-1,0
2020-04-22,Menominee,0,0
2020-04-22,Midland,-1,0
2020-04-22,Missaukee,6,0
2020-04-22,Monroe,6,0
2020-04-22,Montcalm,0,0
2020-04-22,Montmorency,2,0
2020-04-22,Muskegon,13,1
2020-04-22,Newaygo,2,0
2020-04-22,Oakland,157,23
2020-04-22,Oceana,0,0
2020-04-22,Ogemaw,0,0
2020-04-22,Osceola,0,0
2020-04-22,Oscoda,0,0
2020-04-22,Otsego,1,0
2020-04-22,Ottawa,20,0
2020-04-22,Presque Isle,0,0
2020-04-22,Roscommon,0,0
2020-04-22,Saginaw,41,3
2020-04-22,Sanilac,0,0
2020-04-22,Schoolcraft,0,0
2020-04-22,Shiawassee,2,0
2020-04-22,St. Clair,12,1
2020-04-22,St. Joseph,2,0
2020-04-22,Tuscola,8,0
2020-04-22,Van Buren,2,0
2020-04-22,Washtenaw,12,2
2020-04-22,Wayne,184,22
2020-04-22,Wexford,0,0
2020-04-22,MDOC,40,5
2020-04-22,FCI,0,0
2020-04-22,Unknown,-23,-2
2020-04-22,Non-MI,5,-1
2020-04-22,Totals,33966,2813
