dates,county,cases,deaths
2020-05-16,Alcona,0,0
2020-05-16,Allegan,1,0
2020-05-16,Alpena,1,1
2020-05-16,Antrim,1,0
2020-05-16,Arenac,1,0
2020-05-16,Baraga,0,0
2020-05-16,Barry,0,0
2020-05-16,Bay,6,1
2020-05-16,Benzie,0,0
2020-05-16,Berrien,15,0
2020-05-16,Branch,3,0
2020-05-16,Calhoun,5,0
2020-05-16,Cass,3,0
2020-05-16,Charlevoix,1,0
2020-05-16,Cheboygan,0,0
2020-05-16,Chippewa,1,0
2020-05-16,Clare,0,0
2020-05-16,Clinton,0,0
2020-05-16,Crawford,0,0
2020-05-16,Delta,0,0
2020-05-16,Detroit,97,15
2020-05-16,Dickinson,0,0
2020-05-16,Eaton,0,0
2020-05-16,Emmet,0,0
2020-05-16,Genesee,10,1
2020-05-16,Gladwin,0,0
2020-05-16,Gogebic,0,0
2020-05-16,Grand Traverse,0,0
2020-05-16,Gratiot,7,0
2020-05-16,Hillsdale,4,1
2020-05-16,Houghton,0,0
2020-05-16,Huron,3,0
2020-05-16,Ingham,14,1
2020-05-16,Ionia,2,0
2020-05-16,Iosco,1,0
2020-05-16,Isabella,0,0
2020-05-16,Jackson,-2,0
2020-05-16,Kalamazoo,29,1
2020-05-16,Kalkaska,0,0
2020-05-16,Kent,61,1
2020-05-16,Lake,1,0
2020-05-16,Lapeer,1,0
2020-05-16,Leelanau,0,0
2020-05-16,Lenawee,2,0
2020-05-16,Livingston,2,0
2020-05-16,Luce,1,0
2020-05-16,Mackinac,0,0
2020-05-16,Macomb,30,10
2020-05-16,Manistee,0,0
2020-05-16,Marquette,1,0
2020-05-16,Mason,0,0
2020-05-16,Mecosta,1,0
2020-05-16,Menominee,0,0
2020-05-16,Midland,1,0
2020-05-16,Missaukee,0,0
2020-05-16,Monroe,3,0
2020-05-16,Montcalm,1,0
2020-05-16,Montmorency,0,0
2020-05-16,Muskegon,16,1
2020-05-16,Newaygo,0,0
2020-05-16,Oakland,29,14
2020-05-16,Oceana,1,0
2020-05-16,Ogemaw,1,0
2020-05-16,Osceola,0,0
2020-05-16,Oscoda,0,0
2020-05-16,Otsego,0,0
2020-05-16,Ottawa,17,0
2020-05-16,Presque Isle,0,0
2020-05-16,Roscommon,0,0
2020-05-16,Saginaw,26,2
2020-05-16,Sanilac,0,0
2020-05-16,Schoolcraft,0,0
2020-05-16,Shiawassee,1,0
2020-05-16,St. Clair,9,0
2020-05-16,St. Joseph,2,0
2020-05-16,Tuscola,-1,1
2020-05-16,Van Buren,4,0
2020-05-16,Washtenaw,5,1
2020-05-16,Wayne,37,5
2020-05-16,Wexford,0,0
2020-05-16,MDOC,-11,0
2020-05-16,FCI,1,0
2020-05-16,Unknown,-11,-1
2020-05-16,Non-MI,-9,0
2020-05-16,Grand Total,50504,4880
