dates,county,cases,deaths
2020-04-02,Allegan,0,0
2020-04-02,Antrim,0,0
2020-04-02,Arenac,0,0
2020-04-02,Barry,2,0
2020-04-02,Bay,6,0
2020-04-02,Berrien,2,0
2020-04-02,Branch,3,0
2020-04-02,Calhoun,2,0
2020-04-02,Cass,0,0
2020-04-02,Charlevoix,1,0
2020-04-02,Cheboygan,1,0
2020-04-02,Chippewa,0,0
2020-04-02,Clare,0,0
2020-04-02,Clinton,10,1
2020-04-02,Crawford,0,0
2020-04-02,Delta,1,0
2020-04-02,Detroit,386,18
2020-04-02,Dickinson,1,0
2020-04-02,Eaton,10,1
2020-04-02,Emmet,-1,0
2020-04-02,Genesee,100,2
2020-04-02,Gladwin,0,0
2020-04-02,Gogebic,1,0
2020-04-02,Grand Traverse,1,2
2020-04-02,Gratiot,2,0
2020-04-02,Hillsdale,5,0
2020-04-02,Houghton,0,0
2020-04-02,Huron,1,0
2020-04-02,Ingham,7,0
2020-04-02,Ionia,-1,0
2020-04-02,Iosco,0,0
2020-04-02,Isabella,1,0
2020-04-02,Jackson,11,0
2020-04-02,Kalamazoo,4,0
2020-04-02,Kalkaska,0,0
2020-04-02,Kent,6,0
2020-04-02,Lapeer,13,0
2020-04-02,Leelanau,0,0
2020-04-02,Lenawee,2,0
2020-04-02,Livingston,12,0
2020-04-02,Mackinac,0,0
2020-04-02,Macomb,244,7
2020-04-02,Manistee,0,0
2020-04-02,Marquette,0,0
2020-04-02,Mecosta,0,0
2020-04-02,Midland,3,0
2020-04-02,Missaukee,0,0
2020-04-02,Monroe,21,0
2020-04-02,Montcalm,0,0
2020-04-02,Muskegon,8,0
2020-04-02,Newaygo,1,0
2020-04-02,Oakland,273,20
2020-04-02,Oceana,0,0
2020-04-02,Ogemaw,1,0
2020-04-02,Osceola,1,0
2020-04-02,Oscoda,0,0
2020-04-02,Otsego,0,0
2020-04-02,Ottawa,4,0
2020-04-02,Roscommon,0,0
2020-04-02,Saginaw,11,0
2020-04-02,Sanilac,1,0
2020-04-02,Shiawassee,6,0
2020-04-02,St. Clair,12,0
2020-04-02,St. Joseph,3,0
2020-04-02,Tuscola,3,0
2020-04-02,Van Buren,2,1
2020-04-02,Washtenaw,37,0
2020-04-02,Wayne,213,30
2020-04-02,Wexford,1,0
2020-04-02,Unknown,17,0
2020-04-02,Non-MI,6,0
2020-04-02,Total,10791,417
