dates,county,cases,deaths
2020-04-19,Alcona,0,0
2020-04-19,Allegan,8,0
2020-04-19,Alpena,12,0
2020-04-19,Antrim,1,0
2020-04-19,Arenac,2,0
2020-04-19,Barry,4,0
2020-04-19,Bay,3,0
2020-04-19,Benzie,1,0
2020-04-19,Berrien,5,0
2020-04-19,Branch,3,0
2020-04-19,Calhoun,5,0
2020-04-19,Cass,0,0
2020-04-19,Charlevoix,0,0
2020-04-19,Cheboygan,0,0
2020-04-19,Chippewa,0,0
2020-04-19,Clare,0,0
2020-04-19,Clinton,0,0
2020-04-19,Crawford,3,0
2020-04-19,Delta,0,0
2020-04-19,Detroit,107,29
2020-04-19,Dickinson,0,0
2020-04-19,Eaton,0,0
2020-04-19,Emmet,0,0
2020-04-19,Genesee,12,3
2020-04-19,Gladwin,0,0
2020-04-19,Gogebic,0,0
2020-04-19,Grand Traverse,0,0
2020-04-19,Gratiot,1,1
2020-04-19,Hillsdale,1,0
2020-04-19,Houghton,0,0
2020-04-19,Huron,0,0
2020-04-19,Ingham,4,0
2020-04-19,Ionia,2,0
2020-04-19,Iosco,0,0
2020-04-19,Isabella,1,0
2020-04-19,Jackson,16,1
2020-04-19,Kalamazoo,12,0
2020-04-19,Kalkaska,0,0
2020-04-19,Kent,43,2
2020-04-19,Lake,0,0
2020-04-19,Lapeer,2,0
2020-04-19,Leelanau,1,0
2020-04-19,Lenawee,2,0
2020-04-19,Livingston,3,1
2020-04-19,Luce,0,0
2020-04-19,Mackinac,0,0
2020-04-19,Macomb,109,7
2020-04-19,Manistee,0,0
2020-04-19,Marquette,3,0
2020-04-19,Mason,0,0
2020-04-19,Mecosta,0,0
2020-04-19,Menominee,0,0
2020-04-19,Midland,2,0
2020-04-19,Missaukee,1,0
2020-04-19,Monroe,9,0
2020-04-19,Montcalm,0,0
2020-04-19,Montmorency,0,0
2020-04-19,Muskegon,7,1
2020-04-19,Newaygo,0,0
2020-04-19,Oakland,88,13
2020-04-19,Oceana,0,0
2020-04-19,Ogemaw,1,0
2020-04-19,Osceola,0,0
2020-04-19,Oscoda,1,0
2020-04-19,Otsego,18,0
2020-04-19,Ottawa,9,0
2020-04-19,Presque Isle,0,0
2020-04-19,Roscommon,1,0
2020-04-19,Saginaw,10,0
2020-04-19,Sanilac,1,0
2020-04-19,Schoolcraft,0,0
2020-04-19,Shiawassee,3,0
2020-04-19,St. Clair,3,4
2020-04-19,St. Joseph,1,0
2020-04-19,Tuscola,2,0
2020-04-19,Van Buren,1,0
2020-04-19,Washtenaw,0,1
2020-04-19,Wayne,114,20
2020-04-19,Wexford,0,0
2020-04-19,MDOC,6,0
2020-04-19,FCI,6,0
2020-04-19,Unknown,-19,-1
2020-04-19,Non-MI,2,1
2020-04-19,Totals,31424,2391
