dates,county,cases,deaths
2020-04-23,Alcona,0,0
2020-04-23,Allegan,6,0
2020-04-23,Alpena,9,0
2020-04-23,Antrim,0,0
2020-04-23,Arenac,2,0
2020-04-23,Barry,0,0
2020-04-23,Bay,9,0
2020-04-23,Benzie,0,0
2020-04-23,Berrien,12,0
2020-04-23,Branch,2,0
2020-04-23,Calhoun,9,1
2020-04-23,Cass,0,1
2020-04-23,Charlevoix,1,0
2020-04-23,Cheboygan,0,0
2020-04-23,Chippewa,0,0
2020-04-23,Clare,0,0
2020-04-23,Clinton,-1,1
2020-04-23,Crawford,11,0
2020-04-23,Delta,0,0
2020-04-23,Detroit,291,52
2020-04-23,Dickinson,0,0
2020-04-23,Eaton,7,0
2020-04-23,Emmet,-1,0
2020-04-23,Genesee,25,6
2020-04-23,Gladwin,0,0
2020-04-23,Gogebic,0,0
2020-04-23,Grand Traverse,0,0
2020-04-23,Gratiot,0,0
2020-04-23,Hillsdale,1,0
2020-04-23,Houghton,0,0
2020-04-23,Huron,1,0
2020-04-23,Ingham,20,2
2020-04-23,Ionia,5,0
2020-04-23,Iosco,6,1
2020-04-23,Isabella,0,0
2020-04-23,Jackson,9,2
2020-04-23,Kalamazoo,17,0
2020-04-23,Kalkaska,0,0
2020-04-23,Kent,58,2
2020-04-23,Lake,0,0
2020-04-23,Lapeer,5,0
2020-04-23,Leelanau,0,0
2020-04-23,Lenawee,3,0
2020-04-23,Livingston,4,0
2020-04-23,Luce,0,0
2020-04-23,Mackinac,0,0
2020-04-23,Macomb,234,20
2020-04-23,Manistee,1,0
2020-04-23,Marquette,0,0
2020-04-23,Mason,0,0
2020-04-23,Mecosta,0,0
2020-04-23,Menominee,1,0
2020-04-23,Midland,4,0
2020-04-23,Missaukee,0,0
2020-04-23,Monroe,8,0
2020-04-23,Montcalm,2,0
2020-04-23,Montmorency,-1,0
2020-04-23,Muskegon,13,1
2020-04-23,Newaygo,0,0
2020-04-23,Oakland,171,38
2020-04-23,Oceana,0,0
2020-04-23,Ogemaw,2,0
2020-04-23,Osceola,0,0
2020-04-23,Oscoda,0,0
2020-04-23,Otsego,5,0
2020-04-23,Ottawa,12,0
2020-04-23,Presque Isle,2,0
2020-04-23,Roscommon,0,0
2020-04-23,Saginaw,33,3
2020-04-23,Sanilac,2,1
2020-04-23,Schoolcraft,0,0
2020-04-23,Shiawassee,2,3
2020-04-23,St. Clair,13,0
2020-04-23,St. Joseph,0,0
2020-04-23,Tuscola,5,1
2020-04-23,Van Buren,-1,0
2020-04-23,Washtenaw,48,2
2020-04-23,Wayne,142,25
2020-04-23,Wexford,0,0
2020-04-23,MDOC,104,3
2020-04-23,FCI,9,0
2020-04-23,Unknown,1,0
2020-04-23,Non-MI,2,-1
2020-04-23,Totals,35291,2977
