dates,county,cases,deaths
2020-05-01,Alcona,0,0
2020-05-01,Allegan,6,0
2020-05-01,Alpena,0,1
2020-05-01,Antrim,0,0
2020-05-01,Arenac,2,0
2020-05-01,Baraga,1,0
2020-05-01,Barry,1,0
2020-05-01,Bay,7,2
2020-05-01,Benzie,-2,0
2020-05-01,Berrien,15,0
2020-05-01,Branch,1,0
2020-05-01,Calhoun,3,2
2020-05-01,Cass,-1,0
2020-05-01,Charlevoix,0,0
2020-05-01,Cheboygan,0,0
2020-05-01,Chippewa,0,0
2020-05-01,Clare,0,0
2020-05-01,Clinton,0,0
2020-05-01,Crawford,-1,0
2020-05-01,Delta,0,0
2020-05-01,Detroit,105,5
2020-05-01,Dickinson,0,0
2020-05-01,Eaton,2,0
2020-05-01,Emmet,0,0
2020-05-01,Genesee,19,4
2020-05-01,Gladwin,1,0
2020-05-01,Gogebic,0,0
2020-05-01,Grand Traverse,0,0
2020-05-01,Gratiot,8,0
2020-05-01,Hillsdale,2,0
2020-05-01,Houghton,0,0
2020-05-01,Huron,2,0
2020-05-01,Ingham,13,1
2020-05-01,Ionia,4,0
2020-05-01,Iosco,-1,3
2020-05-01,Isabella,-1,0
2020-05-01,Jackson,17,0
2020-05-01,Kalamazoo,41,5
2020-05-01,Kalkaska,0,0
2020-05-01,Kent,121,3
2020-05-01,Lake,0,0
2020-05-01,Lapeer,1,1
2020-05-01,Leelanau,0,0
2020-05-01,Lenawee,5,0
2020-05-01,Livingston,6,0
2020-05-01,Luce,0,0
2020-05-01,Mackinac,0,0
2020-05-01,Macomb,110,11
2020-05-01,Manistee,0,0
2020-05-01,Marquette,4,0
2020-05-01,Mason,-1,0
2020-05-01,Mecosta,0,0
2020-05-01,Menominee,0,0
2020-05-01,Midland,-1,1
2020-05-01,Missaukee,1,0
2020-05-01,Monroe,9,0
2020-05-01,Montcalm,0,0
2020-05-01,Montmorency,0,0
2020-05-01,Muskegon,12,0
2020-05-01,Newaygo,2,0
2020-05-01,Oakland,156,9
2020-05-01,Oceana,2,0
2020-05-01,Ogemaw,1,0
2020-05-01,Osceola,0,0
2020-05-01,Oscoda,0,0
2020-05-01,Otsego,0,0
2020-05-01,Ottawa,18,2
2020-05-01,Presque Isle,0,0
2020-05-01,Roscommon,0,0
2020-05-01,Saginaw,21,4
2020-05-01,Sanilac,1,1
2020-05-01,Schoolcraft,0,0
2020-05-01,Shiawassee,3,2
2020-05-01,St. Clair,3,0
2020-05-01,St. Joseph,1,0
2020-05-01,Tuscola,1,0
2020-05-01,Van Buren,5,0
2020-05-01,Washtenaw,16,5
2020-05-01,Wayne,136,15
2020-05-01,Wexford,0,0
2020-05-01,MDOC,107,0
2020-05-01,FCI,2,0
2020-05-01,Unknown,15,1
2020-05-01,Non-MI,-24,-1
2020-05-01,Totals,42356,3866
