2020-05-05,Alcona,4,1.0
2020-05-05,Allegan,120,2.0
2020-05-05,Alpena,85,7.0
2020-05-05,Antrim,10,0.0
2020-05-05,Arenac,27,1.0
2020-05-05,Baraga,1,0.0
2020-05-05,Barry,39,1.0
2020-05-05,Bay,162,8.0
2020-05-05,Benzie,4,0.0
2020-05-05,Berrien,315,20.0
2020-05-05,Branch,70,2.0
2020-05-05,Calhoun,246,16.0
2020-05-05,Cass,34,2.0
2020-05-05,Charlevoix,13,1.0
2020-05-05,Cheboygan,19,1.0
2020-05-05,Chippewa,2,0.0
2020-05-05,Clare,11,2.0
2020-05-05,Clinton,120,10.0
2020-05-05,Crawford,56,4.0
2020-05-05,Delta,14,2.0
2020-05-05,Detroit City,9424,1108.0
2020-05-05,Dickinson,3,2.0
2020-05-05,Eaton,138,6.0
2020-05-05,Emmet,21,2.0
2020-05-05,Genesee,1668,200.0
2020-05-05,Gladwin,14,1.0
2020-05-05,Gogebic,4,1.0
2020-05-05,Grand Traverse,20,5.0
2020-05-05,Gratiot,26,2.0
2020-05-05,Hillsdale,137,21.0
2020-05-05,Houghton,2,0.0
2020-05-05,Huron,25,1.0
2020-05-05,Ingham,518,14.0
2020-05-05,Ionia,93,2.0
2020-05-05,Iosco,52,7.0
2020-05-05,Isabella,61,7.0
2020-05-05,Jackson,367,26.0
2020-05-05,Kalamazoo,489,22.0
2020-05-05,Kalkaska,17,2.0
2020-05-05,Kent,1914,40.0
2020-05-05,Lake,2,0.0
2020-05-05,Lapeer,173,27.0
2020-05-05,Leelanau,9,0.0
2020-05-05,Lenawee,110,2.0
2020-05-05,Livingston,362,20.0
2020-05-05,Luce,1,0.0
2020-05-05,Mackinac,6,0.0
2020-05-05,Macomb,5789,647.0
2020-05-05,Manistee,11,0.0
2020-05-05,Marquette,49,8.0
2020-05-05,Mason,13,0.0
2020-05-05,Mecosta,14,2.0
2020-05-05,Menominee,6,0.0
2020-05-05,Midland,62,7.0
2020-05-05,Missaukee,16,1.0
2020-05-05,Monroe,327,13.0
2020-05-05,Montcalm,46,1.0
2020-05-05,Montmorency,5,0.0
2020-05-05,Muskegon,318,18.0
2020-05-05,Newaygo,31,0.0
2020-05-05,Oakland,7522,772.0
2020-05-05,Oceana,21,1.0
2020-05-05,Ogemaw,15,0.0
2020-05-05,Osceola,8,0.0
2020-05-05,Oscoda,5,0.0
2020-05-05,Otsego,94,8.0
2020-05-05,Ottawa,295,12.0
2020-05-05,Presque Isle,11,0.0
2020-05-05,Roscommon,18,0.0
2020-05-05,Saginaw,742,70.0
2020-05-05,Sanilac,36,5.0
2020-05-05,Schoolcraft,3,0.0
2020-05-05,Shiawassee,189,12.0
2020-05-05,St Clair,342,21.0
2020-05-05,St Joseph,43,1.0
2020-05-05,Tuscola,117,14.0
2020-05-05,Van Buren,69,2.0
2020-05-05,Washtenaw,1123,76.0
2020-05-05,Wayne,7967,837.0
2020-05-05,Wexford,9,2.0
2020-05-05,MDOC*,1898,48.0
2020-05-05,FCI**,98,2.0
2020-05-05,Out of State,64,0.0
2020-05-05,Unknown,13,1.0
2020-05-05,Totals,44397,4179.0
