dates,county,cases,deaths
2020-04-05,Allegan,4,0
2020-04-05,Antrim,0,0
2020-04-05,Arenac,0,0
2020-04-05,Barry,1,0
2020-04-05,Bay,6,0
2020-04-05,Benzie,1,0
2020-04-05,Berrien,2,0
2020-04-05,Branch,3,1
2020-04-05,Calhoun,8,0
2020-04-05,Cass,1,0
2020-04-05,Charlevoix,0,0
2020-04-05,Cheboygan,1,0
2020-04-05,Chippewa,1,0
2020-04-05,Clare,0,0
2020-04-05,Clinton,1,0
2020-04-05,Crawford,0,0
2020-04-05,Delta,2,0
2020-04-05,Detroit,537,27
2020-04-05,Dickinson,0,0
2020-04-05,Eaton,2,0
2020-04-05,Emmet,6,0
2020-04-05,Genesee,40,3
2020-04-05,Gladwin,1,0
2020-04-05,Gogebic,0,0
2020-04-05,Grand Traverse,0,0
2020-04-05,Gratiot,0,0
2020-04-05,Hillsdale,7,1
2020-04-05,Houghton,-1,0
2020-04-05,Huron,0,0
2020-04-05,Ingham,4,1
2020-04-05,Ionia,2,0
2020-04-05,Iosco,1,0
2020-04-05,Isabella,2,0
2020-04-05,Jackson,9,0
2020-04-05,Kalamazoo,8,0
2020-04-05,Kalkaska,0,1
2020-04-05,Kent,12,1
2020-04-05,Lapeer,18,0
2020-04-05,Leelanau,0,0
2020-04-05,Lenawee,4,0
2020-04-05,Livingston,6,0
2020-04-05,Luce,0,0
2020-04-05,Mackinac,0,0
2020-04-05,Macomb,165,5
2020-04-05,Manistee,0,0
2020-04-05,Marquette,3,0
2020-04-05,Mecosta,2,0
2020-04-05,Midland,1,0
2020-04-05,Missaukee,0,0
2020-04-05,Monroe,7,0
2020-04-05,Montcalm,1,0
2020-04-05,Muskegon,0,2
2020-04-05,Newaygo,0,0
2020-04-05,Oakland,250,21
2020-04-05,Oceana,0,0
2020-04-05,Ogemaw,1,0
2020-04-05,Ontonagon,1,0
2020-04-05,Osceola,-1,0
2020-04-05,Oscoda,0,0
2020-04-05,Otsego,2,0
2020-04-05,Ottawa,5,0
2020-04-05,Roscommon,3,0
2020-04-05,Saginaw,15,0
2020-04-05,Sanilac,0,0
2020-04-05,Shiawassee,1,0
2020-04-05,St Clair,9,0
2020-04-05,St Joseph,1,0
2020-04-05,Tuscola,2,0
2020-04-05,Van Buren,2,0
2020-04-05,Washtenaw,17,0
2020-04-05,Wayne,219,14
2020-04-05,Wexford,1,0
2020-04-05,Unknown,97,0
2020-04-05,Non-MI,0,0
2020-04-05,Totals,15718,617
