dates,county,cases,deaths
2020-05-14,Alcona,1,0
2020-05-14,Allegan,3,0
2020-05-14,Alpena,0,0
2020-05-14,Antrim,0,0
2020-05-14,Arenac,1,0
2020-05-14,Baraga,0,0
2020-05-14,Barry,4,0
2020-05-14,Bay,12,2
2020-05-14,Benzie,0,0
2020-05-14,Berrien,45,1
2020-05-14,Branch,6,0
2020-05-14,Calhoun,6,1
2020-05-14,Cass,2,0
2020-05-14,Charlevoix,0,0
2020-05-14,Cheboygan,0,0
2020-05-14,Chippewa,0,0
2020-05-14,Clare,2,0
2020-05-14,Clinton,2,0
2020-05-14,Crawford,0,0
2020-05-14,Delta,0,0
2020-05-14,Detroit,191,18
2020-05-14,Dickinson,0,0
2020-05-14,Eaton,6,0
2020-05-14,Emmet,0,0
2020-05-14,Genesee,29,1
2020-05-14,Gladwin,-1,0
2020-05-14,Gogebic,0,0
2020-05-14,Grand Traverse,2,0
2020-05-14,Gratiot,1,0
2020-05-14,Hillsdale,3,0
2020-05-14,Houghton,0,0
2020-05-14,Huron,3,0
2020-05-14,Ingham,14,1
2020-05-14,Ionia,3,0
2020-05-14,Iosco,1,0
2020-05-14,Isabella,1,0
2020-05-14,Jackson,6,0
2020-05-14,Kalamazoo,26,4
2020-05-14,Kalkaska,0,0
2020-05-14,Kent,181,1
2020-05-14,Lake,0,0
2020-05-14,Lapeer,1,0
2020-05-14,Leelanau,1,0
2020-05-14,Lenawee,3,1
2020-05-14,Livingston,2,0
2020-05-14,Luce,0,0
2020-05-14,Mackinac,0,0
2020-05-14,Macomb,95,11
2020-05-14,Manistee,0,0
2020-05-14,Marquette,0,0
2020-05-14,Mason,1,0
2020-05-14,Mecosta,1,0
2020-05-14,Menominee,1,0
2020-05-14,Midland,0,0
2020-05-14,Missaukee,0,0
2020-05-14,Monroe,11,0
2020-05-14,Montcalm,0,0
2020-05-14,Montmorency,0,0
2020-05-14,Muskegon,29,1
2020-05-14,Newaygo,1,0
2020-05-14,Oakland,122,14
2020-05-14,Oceana,6,0
2020-05-14,Ogemaw,1,0
2020-05-14,Osceola,0,0
2020-05-14,Oscoda,0,0
2020-05-14,Otsego,0,0
2020-05-14,Ottawa,39,2
2020-05-14,Presque Isle,0,0
2020-05-14,Roscommon,0,0
2020-05-14,Saginaw,17,3
2020-05-14,Sanilac,0,0
2020-05-14,Schoolcraft,0,0
2020-05-14,Shiawassee,6,0
2020-05-14,St. Clair,21,0
2020-05-14,St. Joseph,3,0
2020-05-14,Tuscola,2,0
2020-05-14,Van Buren,6,1
2020-05-14,Washtenaw,21,3
2020-05-14,Wayne,190,9
2020-05-14,Wexford,0,0
2020-05-14,MDOC,26,0
2020-05-14,FCI,1,0
2020-05-14,Unknown,25,-1
2020-05-14,Non-MI,9,0
2020-05-14,Grand Total,49582,4787
