dates,county,cases,deaths
2020-05-27,Alcona,1,0
2020-05-27,Allegan,-1,0
2020-05-27,Alpena,0,0
2020-05-27,Antrim,0,0
2020-05-27,Arenac,0,0
2020-05-27,Baraga,0,0
2020-05-27,Barry,1,0
2020-05-27,Bay,7,3
2020-05-27,Benzie,0,0
2020-05-27,Berrien,4,1
2020-05-27,Branch,2,0
2020-05-27,Calhoun,2,1
2020-05-27,Cass,1,0
2020-05-27,Charlevoix,0,0
2020-05-27,Cheboygan,0,0
2020-05-27,Chippewa,0,0
2020-05-27,Clare,0,0
2020-05-27,Clinton,4,0
2020-05-27,Crawford,0,0
2020-05-27,Delta,0,0
2020-05-27,Detroit,54,21
2020-05-27,Dickinson,0,0
2020-05-27,Eaton,1,0
2020-05-27,Emmet,0,0
2020-05-27,Genesee,7,2
2020-05-27,Gladwin,0,0
2020-05-27,Gogebic,0,0
2020-05-27,Grand Traverse,0,0
2020-05-27,Gratiot,3,2
2020-05-27,Hillsdale,-1,0
2020-05-27,Houghton,1,0
2020-05-27,Huron,0,0
2020-05-27,Ingham,12,0
2020-05-27,Ionia,1,0
2020-05-27,Iosco,5,0
2020-05-27,Isabella,0,0
2020-05-27,Jackson,1,0
2020-05-27,Kalamazoo,12,0
2020-05-27,Kalkaska,0,0
2020-05-27,Kent,34,4
2020-05-27,Lake,0,0
2020-05-27,Lapeer,0,0
2020-05-27,Leelanau,0,0
2020-05-27,Lenawee,1,1
2020-05-27,Livingston,-1,0
2020-05-27,Luce,0,0
2020-05-27,Mackinac,0,0
2020-05-27,Macomb,30,5
2020-05-27,Manistee,0,0
2020-05-27,Marquette,0,0
2020-05-27,Mason,0,0
2020-05-27,Mecosta,1,0
2020-05-27,Menominee,0,0
2020-05-27,Midland,1,0
2020-05-27,Missaukee,0,0
2020-05-27,Monroe,0,0
2020-05-27,Montcalm,0,0
2020-05-27,Montmorency,0,0
2020-05-27,Muskegon,2,2
2020-05-27,Newaygo,4,0
2020-05-27,Oakland,20,3
2020-05-27,Oceana,0,0
2020-05-27,Ogemaw,1,0
2020-05-27,Osceola,1,0
2020-05-27,Oscoda,0,0
2020-05-27,Otsego,0,0
2020-05-27,Ottawa,1,2
2020-05-27,Presque Isle,0,0
2020-05-27,Roscommon,0,0
2020-05-27,Saginaw,2,0
2020-05-27,Sanilac,0,0
2020-05-27,Schoolcraft,0,0
2020-05-27,Shiawassee,1,2
2020-05-27,St. Clair,0,1
2020-05-27,St. Joseph,5,0
2020-05-27,Tuscola,0,0
2020-05-27,Van Buren,5,0
2020-05-27,Washtenaw,4,1
2020-05-27,Wayne,19,17
2020-05-27,Wexford,0,0
2020-05-27,MDOC,243,0
2020-05-27,FCI,0,0
2020-05-27,Unknown,13,0
2020-05-27,Non-MI,0,0
2020-05-27,Grand Total,55608,5334
