dates,county,cases,deaths
2020-05-10,Alcona,0,0
2020-05-10,Allegan,14,0
2020-05-10,Alpena,0,0
2020-05-10,Antrim,0,0
2020-05-10,Arenac,0,0
2020-05-10,Baraga,0,0
2020-05-10,Barry,-1,0
2020-05-10,Bay,3,0
2020-05-10,Benzie,0,0
2020-05-10,Berrien,7,0
2020-05-10,Branch,0,0
2020-05-10,Calhoun,2,0
2020-05-10,Cass,0,0
2020-05-10,Charlevoix,0,0
2020-05-10,Cheboygan,0,0
2020-05-10,Chippewa,0,0
2020-05-10,Clare,0,0
2020-05-10,Clinton,-1,0
2020-05-10,Crawford,0,0
2020-05-10,Delta,0,0
2020-05-10,Detroit,77,6
2020-05-10,Dickinson,0,0
2020-05-10,Eaton,0,0
2020-05-10,Emmet,0,0
2020-05-10,Genesee,8,1
2020-05-10,Gladwin,1,0
2020-05-10,Gogebic,0,0
2020-05-10,Grand Traverse,0,0
2020-05-10,Gratiot,2,0
2020-05-10,Hillsdale,1,0
2020-05-10,Houghton,0,0
2020-05-10,Huron,1,0
2020-05-10,Ingham,4,0
2020-05-10,Ionia,1,0
2020-05-10,Iosco,1,0
2020-05-10,Isabella,1,0
2020-05-10,Jackson,4,0
2020-05-10,Kalamazoo,10,2
2020-05-10,Kalkaska,1,0
2020-05-10,Kent,68,0
2020-05-10,Lake,0,0
2020-05-10,Lapeer,1,0
2020-05-10,Leelanau,0,0
2020-05-10,Lenawee,0,0
2020-05-10,Livingston,1,0
2020-05-10,Luce,0,0
2020-05-10,Mackinac,0,0
2020-05-10,Macomb,23,1
2020-05-10,Manistee,0,0
2020-05-10,Marquette,0,1
2020-05-10,Mason,2,0
2020-05-10,Mecosta,0,0
2020-05-10,Menominee,0,0
2020-05-10,Midland,0,0
2020-05-10,Missaukee,0,0
2020-05-10,Monroe,2,0
2020-05-10,Montcalm,0,0
2020-05-10,Montmorency,0,0
2020-05-10,Muskegon,13,0
2020-05-10,Newaygo,0,0
2020-05-10,Oakland,44,2
2020-05-10,Oceana,3,0
2020-05-10,Ogemaw,0,0
2020-05-10,Osceola,0,0
2020-05-10,Oscoda,0,0
2020-05-10,Otsego,0,0
2020-05-10,Ottawa,15,0
2020-05-10,Presque Isle,0,0
2020-05-10,Roscommon,0,0
2020-05-10,Saginaw,9,0
2020-05-10,Sanilac,0,0
2020-05-10,Schoolcraft,0,0
2020-05-10,Shiawassee,1,0
2020-05-10,St. Clair,4,0
2020-05-10,St. Joseph,0,0
2020-05-10,Tuscola,3,0
2020-05-10,Van Buren,4,1
2020-05-10,Washtenaw,6,0
2020-05-10,Wayne,38,9
2020-05-10,Wexford,1,0
2020-05-10,MDOC,2,1
2020-05-10,FCI,0,0
2020-05-10,Unknown,5,1
2020-05-10,Non-MI,1,0
2020-05-10,Grand Total,47138,4551
