dates,county,cases,deaths
2020-05-12,Alcona,0,0
2020-05-12,Allegan,4,0
2020-05-12,Alpena,0,0
2020-05-12,Antrim,0,0
2020-05-12,Arenac,1,0
2020-05-12,Baraga,0,0
2020-05-12,Barry,1,0
2020-05-12,Bay,10,1
2020-05-12,Benzie,0,0
2020-05-12,Berrien,8,1
2020-05-12,Branch,2,0
2020-05-12,Calhoun,7,0
2020-05-12,Cass,1,0
2020-05-12,Charlevoix,0,0
2020-05-12,Cheboygan,0,0
2020-05-12,Chippewa,0,0
2020-05-12,Clare,0,0
2020-05-12,Clinton,-2,0
2020-05-12,Crawford,0,0
2020-05-12,Delta,0,0
2020-05-12,Detroit,46,21
2020-05-12,Dickinson,0,0
2020-05-12,Eaton,1,0
2020-05-12,Emmet,0,0
2020-05-12,Genesee,17,1
2020-05-12,Gladwin,1,0
2020-05-12,Gogebic,0,0
2020-05-12,Grand Traverse,1,0
2020-05-12,Gratiot,0,0
2020-05-12,Hillsdale,-1,0
2020-05-12,Houghton,0,0
2020-05-12,Huron,0,0
2020-05-12,Ingham,8,0
2020-05-12,Ionia,0,0
2020-05-12,Iosco,0,0
2020-05-12,Isabella,-1,0
2020-05-12,Jackson,1,0
2020-05-12,Kalamazoo,14,4
2020-05-12,Kalkaska,-1,0
2020-05-12,Kent,84,3
2020-05-12,Lake,0,0
2020-05-12,Lapeer,-2,0
2020-05-12,Leelanau,0,0
2020-05-12,Lenawee,1,0
2020-05-12,Livingston,1,0
2020-05-12,Luce,0,0
2020-05-12,Mackinac,0,0
2020-05-12,Macomb,33,11
2020-05-12,Manistee,0,0
2020-05-12,Marquette,0,0
2020-05-12,Mason,2,0
2020-05-12,Mecosta,0,0
2020-05-12,Menominee,0,0
2020-05-12,Midland,1,0
2020-05-12,Missaukee,0,0
2020-05-12,Monroe,6,1
2020-05-12,Montcalm,1,0
2020-05-12,Montmorency,0,0
2020-05-12,Muskegon,17,0
2020-05-12,Newaygo,1,0
2020-05-12,Oakland,32,23
2020-05-12,Oceana,4,0
2020-05-12,Ogemaw,-1,0
2020-05-12,Osceola,0,0
2020-05-12,Oscoda,0,0
2020-05-12,Otsego,0,0
2020-05-12,Ottawa,10,1
2020-05-12,Presque Isle,0,0
2020-05-12,Roscommon,0,0
2020-05-12,Saginaw,20,2
2020-05-12,Sanilac,0,0
2020-05-12,Schoolcraft,0,0
2020-05-12,Shiawassee,3,1
2020-05-12,St. Clair,8,3
2020-05-12,St. Joseph,6,0
2020-05-12,Tuscola,23,0
2020-05-12,Van Buren,1,0
2020-05-12,Washtenaw,14,1
2020-05-12,Wayne,34,14
2020-05-12,Wexford,0,0
2020-05-12,MDOC,5,1
2020-05-12,FCI,0,0
2020-05-12,Unknown,-2,1
2020-05-12,Non-MI,49,0
2020-05-12,Grand Total,48021,4674
