dates,county,cases,deaths
2020-04-09,Allegan,0,0
2020-04-09,Antrim,0,0
2020-04-09,Arenac,0,0
2020-04-09,Barry,0,0
2020-04-09,Bay,3,0
2020-04-09,Berrien,8,0
2020-04-09,Branch,6,0
2020-04-09,Calhoun,6,0
2020-04-09,Cass,1,0
2020-04-09,Charlevoix,1,0
2020-04-09,Cheboygan,0,0
2020-04-09,Chippewa,0,0
2020-04-09,Clare,0,0
2020-04-09,Clinton,3,0
2020-04-09,Crawford,0,0
2020-04-09,Delta,1,1
2020-04-09,Detroit,237,24
2020-04-09,Dickinson,1,0
2020-04-09,Eaton,2,0
2020-04-09,Emmet,1,0
2020-04-09,Genesee,42,9
2020-04-09,Gladwin,0,0
2020-04-09,Gogebic,0,0
2020-04-09,Grand Traverse,0,0
2020-04-09,Gratiot,1,0
2020-04-09,Hillsdale,2,2
2020-04-09,Houghton,0,0
2020-04-09,Huron,1,0
2020-04-09,Ingham,17,1
2020-04-09,Ionia,2,0
2020-04-09,Iosco,0,0
2020-04-09,Isabella,6,0
2020-04-09,Jackson,5,0
2020-04-09,Kalamazoo,7,0
2020-04-09,Kalkaska,0,0
2020-04-09,Kent,26,1
2020-04-09,Lapeer,13,0
2020-04-09,Leelanau,0,0
2020-04-09,Lenawee,3,0
2020-04-09,Livingston,7,0
2020-04-09,Luce,0,0
2020-04-09,Mackinac,1,0
2020-04-09,Macomb,157,24
2020-04-09,Manistee,0,0
2020-04-09,Marquette,0,0
2020-04-09,Mason,0,0
2020-04-09,Mecosta,1,0
2020-04-09,Midland,4,0
2020-04-09,Missaukee,0,0
2020-04-09,Monroe,13,1
2020-04-09,Montcalm,1,0
2020-04-09,Muskegon,11,0
2020-04-09,Newaygo,0,0
2020-04-09,Oakland,240,12
2020-04-09,Oceana,0,0
2020-04-09,Ogemaw,0,0
2020-04-09,Osceola,0,0
2020-04-09,Oscoda,1,0
2020-04-09,Otsego,0,0
2020-04-09,Ottawa,4,1
2020-04-09,Presque Isle,0,0
2020-04-09,Roscommon,2,0
2020-04-09,Saginaw,19,1
2020-04-09,Sanilac,-1,0
2020-04-09,Schoolcraft,0,0
2020-04-09,Shiawassee,4,0
2020-04-09,St. Clair,22,1
2020-04-09,St. Joseph,2,0
2020-04-09,Tuscola,9,1
2020-04-09,Van Buren,0,0
2020-04-09,Washtenaw,27,2
2020-04-09,Wayne,230,34
2020-04-09,Wexford,0,0
2020-04-09,Unknown,4,2
2020-04-09,Non-MI,5,0
2020-04-09,Totals,21504,1076
