dates,county,cases,deaths
2020-04-28,Alcona,0,0
2020-04-28,Allegan,12,0
2020-04-28,Alpena,7,2
2020-04-28,Antrim,0,0
2020-04-28,Arenac,3,0
2020-04-28,Barry,0,0
2020-04-28,Bay,13,1
2020-04-28,Benzie,0,0
2020-04-28,Berrien,15,1
2020-04-28,Branch,3,0
2020-04-28,Calhoun,7,0
2020-04-28,Cass,0,0
2020-04-28,Charlevoix,0,0
2020-04-28,Cheboygan,0,0
2020-04-28,Chippewa,0,0
2020-04-28,Clare,0,0
2020-04-28,Clinton,2,0
2020-04-28,Crawford,1,1
2020-04-28,Delta,0,0
2020-04-28,Detroit,132,38
2020-04-28,Dickinson,0,0
2020-04-28,Eaton,3,0
2020-04-28,Emmet,0,0
2020-04-28,Genesee,50,9
2020-04-28,Gladwin,1,0
2020-04-28,Gogebic,0,0
2020-04-28,Grand Traverse,0,0
2020-04-28,Gratiot,0,0
2020-04-28,Hillsdale,4,0
2020-04-28,Houghton,0,0
2020-04-28,Huron,0,0
2020-04-28,Ingham,13,0
2020-04-28,Ionia,6,0
2020-04-28,Iosco,7,0
2020-04-28,Isabella,2,0
2020-04-28,Jackson,1,0
2020-04-28,Kalamazoo,27,0
2020-04-28,Kalkaska,0,0
2020-04-28,Kent,205,-1
2020-04-28,Lake,0,0
2020-04-28,Lapeer,2,0
2020-04-28,Leelanau,0,0
2020-04-28,Lenawee,4,0
2020-04-28,Livingston,7,4
2020-04-28,Luce,0,0
2020-04-28,Mackinac,0,0
2020-04-28,Macomb,94,45
2020-04-28,Manistee,0,0
2020-04-28,Marquette,1,1
2020-04-28,Mason,2,0
2020-04-28,Mecosta,1,0
2020-04-28,Menominee,2,0
2020-04-28,Midland,0,1
2020-04-28,Missaukee,0,0
2020-04-28,Monroe,2,0
2020-04-28,Montcalm,5,0
2020-04-28,Montmorency,0,0
2020-04-28,Muskegon,8,2
2020-04-28,Newaygo,2,0
2020-04-28,Oakland,99,23
2020-04-28,Oceana,1,0
2020-04-28,Ogemaw,1,0
2020-04-28,Osceola,0,0
2020-04-28,Oscoda,0,0
2020-04-28,Otsego,1,0
2020-04-28,Ottawa,19,0
2020-04-28,Presque Isle,0,0
2020-04-28,Roscommon,1,0
2020-04-28,Saginaw,23,5
2020-04-28,Sanilac,0,0
2020-04-28,Schoolcraft,0,0
2020-04-28,Shiawassee,7,0
2020-04-28,St. Clair,5,3
2020-04-28,St. Joseph,1,0
2020-04-28,Tuscola,4,0
2020-04-28,Van Buren,7,0
2020-04-28,Washtenaw,29,1
2020-04-28,Wayne,169,22
2020-04-28,Wexford,0,0
2020-04-28,MDOC,26,1
2020-04-28,FCI,1,0
2020-04-28,Unknown,6,1
2020-04-28,Non-MI,8,0
2020-04-28,Totals,39262,3567
