dates,county,cases,deaths
2020-05-03,Alcona,-1,0
2020-05-03,Allegan,5,0
2020-05-03,Alpena,1,0
2020-05-03,Antrim,0,0
2020-05-03,Arenac,-1,0
2020-05-03,Baraga,0,0
2020-05-03,Barry,-2,0
2020-05-03,Bay,-1,0
2020-05-03,Benzie,-1,0
2020-05-03,Berrien,6,0
2020-05-03,Branch,2,0
2020-05-03,Calhoun,2,0
2020-05-03,Cass,-1,0
2020-05-03,Charlevoix,0,0
2020-05-03,Cheboygan,0,0
2020-05-03,Chippewa,0,0
2020-05-03,Clare,0,0
2020-05-03,Clinton,0,0
2020-05-03,Crawford,-1,0
2020-05-03,Delta,0,0
2020-05-03,Detroit,106,0
2020-05-03,Dickinson,1,0
2020-05-03,Eaton,0,0
2020-05-03,Emmet,0,0
2020-05-03,Genesee,14,0
2020-05-03,Gladwin,0,0
2020-05-03,Gogebic,0,0
2020-05-03,Grand Traverse,0,0
2020-05-03,Gratiot,3,1
2020-05-03,Hillsdale,-1,0
2020-05-03,Houghton,0,0
2020-05-03,Huron,1,0
2020-05-03,Ingham,9,0
2020-05-03,Ionia,3,0
2020-05-03,Iosco,0,0
2020-05-03,Isabella,0,0
2020-05-03,Jackson,-3,0
2020-05-03,Kalamazoo,14,0
2020-05-03,Kalkaska,0,0
2020-05-03,Kent,89,3
2020-05-03,Lake,0,0
2020-05-03,Lapeer,0,0
2020-05-03,Leelanau,0,0
2020-05-03,Lenawee,2,0
2020-05-03,Livingston,9,0
2020-05-03,Luce,0,0
2020-05-03,Mackinac,0,0
2020-05-03,Macomb,90,3
2020-05-03,Manistee,0,0
2020-05-03,Marquette,-1,0
2020-05-03,Mason,0,0
2020-05-03,Mecosta,0,0
2020-05-03,Menominee,0,0
2020-05-03,Midland,0,0
2020-05-03,Missaukee,0,0
2020-05-03,Monroe,8,0
2020-05-03,Montcalm,-1,0
2020-05-03,Montmorency,0,0
2020-05-03,Muskegon,3,0
2020-05-03,Newaygo,0,0
2020-05-03,Oakland,43,12
2020-05-03,Oceana,2,0
2020-05-03,Ogemaw,-1,0
2020-05-03,Osceola,0,0
2020-05-03,Oscoda,0,0
2020-05-03,Otsego,0,0
2020-05-03,Ottawa,14,0
2020-05-03,Presque Isle,0,0
2020-05-03,Roscommon,0,0
2020-05-03,Saginaw,20,0
2020-05-03,Sanilac,1,0
2020-05-03,Schoolcraft,0,0
2020-05-03,Shiawassee,0,0
2020-05-03,St. Clair,-1,0
2020-05-03,St. Joseph,-2,0
2020-05-03,Tuscola,0,0
2020-05-03,Van Buren,2,0
2020-05-03,Washtenaw,12,1
2020-05-03,Wayne,86,9
2020-05-03,Wexford,0,0
2020-05-03,MDOC,19,0
2020-05-03,FCI,2,0
2020-05-03,Unknown,-6,0
2020-05-03,Non-MI,2,0
2020-05-03,Totals,43754,4049
