dates,county,cases,deaths
2020-06-01,Alcona,2,0
2020-06-01,Allegan,2,0
2020-06-01,Alpena,1,0
2020-06-01,Antrim,0,0
2020-06-01,Arenac,0,0
2020-06-01,Baraga,0,0
2020-06-01,Barry,0,0
2020-06-01,Bay,2,1
2020-06-01,Benzie,0,0
2020-06-01,Berrien,3,3
2020-06-01,Branch,2,0
2020-06-01,Calhoun,1,0
2020-06-01,Cass,-1,0
2020-06-01,Charlevoix,0,0
2020-06-01,Cheboygan,0,0
2020-06-01,Chippewa,0,0
2020-06-01,Clare,0,0
2020-06-01,Clinton,1,0
2020-06-01,Crawford,0,0
2020-06-01,Delta,0,0
2020-06-01,Detroit,17,1
2020-06-01,Dickinson,0,0
2020-06-01,Eaton,0,0
2020-06-01,Emmet,0,0
2020-06-01,Genesee,2,0
2020-06-01,Gladwin,0,0
2020-06-01,Gogebic,0,0
2020-06-01,Grand Traverse,0,0
2020-06-01,Gratiot,0,1
2020-06-01,Hillsdale,0,0
2020-06-01,Houghton,0,0
2020-06-01,Huron,0,0
2020-06-01,Ingham,2,0
2020-06-01,Ionia,3,0
2020-06-01,Iosco,1,0
2020-06-01,Isabella,0,0
2020-06-01,Jackson,0,0
2020-06-01,Kalamazoo,0,2
2020-06-01,Kalkaska,0,0
2020-06-01,Kent,33,4
2020-06-01,Lake,0,0
2020-06-01,Lapeer,0,0
2020-06-01,Leelanau,0,0
2020-06-01,Lenawee,1,0
2020-06-01,Livingston,2,0
2020-06-01,Luce,0,0
2020-06-01,Mackinac,0,0
2020-06-01,Macomb,12,4
2020-06-01,Manistee,0,0
2020-06-01,Marquette,0,1
2020-06-01,Mason,0,0
2020-06-01,Mecosta,0,0
2020-06-01,Menominee,0,0
2020-06-01,Midland,0,0
2020-06-01,Missaukee,0,0
2020-06-01,Monroe,-1,2
2020-06-01,Montcalm,0,0
2020-06-01,Montmorency,0,0
2020-06-01,Muskegon,2,0
2020-06-01,Newaygo,2,0
2020-06-01,Oakland,11,4
2020-06-01,Oceana,2,0
2020-06-01,Ogemaw,1,0
2020-06-01,Osceola,0,0
2020-06-01,Oscoda,0,0
2020-06-01,Otsego,0,0
2020-06-01,Ottawa,7,0
2020-06-01,Presque Isle,0,0
2020-06-01,Roscommon,0,0
2020-06-01,Saginaw,10,0
2020-06-01,Sanilac,0,0
2020-06-01,Schoolcraft,0,0
2020-06-01,Shiawassee,0,0
2020-06-01,St. Clair,-1,0
2020-06-01,St. Joseph,0,0
2020-06-01,Tuscola,2,1
2020-06-01,Van Buren,0,0
2020-06-01,Washtenaw,1,0
2020-06-01,Wayne,14,1
2020-06-01,Wexford,1,0
2020-06-01,MDOC,0,0
2020-06-01,FCI,0,0
2020-06-01,Unknown,-2,0
2020-06-01,Non-MI,0,0
2020-06-01,Grand Total,57532,5516
