COUNTY,Date,EP_Region,AAA_Region,Cases,Deaths,Cases.Cumulative,Deaths.Cumulative,county_id
Alcona,2020-03-01,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-02,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-03,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-04,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-05,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-06,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-07,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-08,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-09,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-10,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-11,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-12,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-13,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-14,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-15,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-16,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-17,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-18,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-19,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-20,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-21,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-22,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-23,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-24,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-25,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-26,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-27,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-28,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-29,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-30,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-03-31,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-01,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-02,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-03,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-04,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-05,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-06,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-07,Region 3,Region 9,0,0,0,0,Alcona
Alcona,2020-04-08,Region 3,Region 9,1,0,1,0,Alcona
Alcona,2020-04-09,Region 3,Region 9,0,0,1,0,Alcona
Alcona,2020-04-10,Region 3,Region 9,0,0,1,0,Alcona
Alcona,2020-04-11,Region 3,Region 9,0,0,1,0,Alcona
Alcona,2020-04-12,Region 3,Region 9,0,0,1,0,Alcona
Alcona,2020-04-13,Region 3,Region 9,1,0,2,0,Alcona
Alcona,2020-04-14,Region 3,Region 9,0,0,2,0,Alcona
Alcona,2020-04-15,Region 3,Region 9,1,0,3,0,Alcona
Alcona,2020-04-16,Region 3,Region 9,0,0,3,0,Alcona
Alcona,2020-04-17,Region 3,Region 9,0,0,3,0,Alcona
Alcona,2020-04-18,Region 3,Region 9,1,0,4,0,Alcona
Alcona,2020-04-19,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-20,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-21,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-22,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-23,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-24,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-25,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-26,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-27,Region 3,Region 9,0,0,4,0,Alcona
Alcona,2020-04-28,Region 3,Region 9,0,1,4,1,Alcona
Alcona,2020-04-29,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-04-30,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-01,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-02,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-03,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-04,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-05,Region 3,Region 9,0,0,4,1,Alcona
Alcona,2020-05-06,Region 3,Region 9,1,0,5,1,Alcona
Alcona,2020-05-07,Region 3,Region 9,0,0,5,1,Alcona
Alcona,2020-05-08,Region 3,Region 9,0,0,5,1,Alcona
Alcona,2020-05-09,Region 3,Region 9,1,0,6,1,Alcona
Alcona,2020-05-10,Region 3,Region 9,0,0,6,1,Alcona
Alcona,2020-05-11,Region 3,Region 9,0,0,6,1,Alcona
Alcona,2020-05-12,Region 3,Region 9,0,0,6,1,Alcona
Alcona,2020-05-13,Region 3,Region 9,0,0,6,1,Alcona
Alcona,2020-05-14,Region 3,Region 9,1,0,7,1,Alcona
Alcona,2020-05-15,Region 3,Region 9,1,0,8,1,Alcona
Alcona,2020-05-16,Region 3,Region 9,0,0,8,1,Alcona
Alcona,2020-05-17,Region 3,Region 9,1,0,9,1,Alcona
Alcona,2020-05-18,Region 3,Region 9,2,0,11,1,Alcona
Alcona,2020-05-19,Region 3,Region 9,0,0,11,1,Alcona
Alcona,2020-05-20,Region 3,Region 9,1,0,12,1,Alcona
Alcona,2020-05-21,Region 3,Region 9,0,0,12,1,Alcona
Alcona,2020-05-22,Region 3,Region 9,2,0,14,1,Alcona
Alcona,2020-05-23,Region 3,Region 9,0,0,14,1,Alcona
Alcona,2020-05-24,Region 3,Region 9,1,0,15,1,Alcona
Alcona,2020-05-25,Region 3,Region 9,0,0,15,1,Alcona
Alcona,2020-05-26,Region 3,Region 9,0,0,15,1,Alcona
Alcona,2020-05-27,Region 3,Region 9,1,0,16,1,Alcona
Alcona,2020-05-28,Region 3,Region 9,0,0,16,1,Alcona
Alcona,2020-05-29,Region 3,Region 9,0,0,16,1,Alcona
Alcona,2020-05-30,Region 3,Region 9,0,0,16,1,Alcona
Alcona,2020-05-31,Region 3,Region 9,1,0,17,1,Alcona
Alcona,2020-06-01,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-02,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-03,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-04,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-05,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-06,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-07,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-08,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-09,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-10,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-11,Region 3,Region 9,0,0,17,1,Alcona
Alcona,2020-06-12,Region 3,Region 9,0,0,17,1,Alcona
Alger,2020-03-01,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-02,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-03,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-04,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-05,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-06,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-07,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-08,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-09,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-10,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-11,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-12,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-13,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-14,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-15,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-16,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-17,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-18,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-19,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-20,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-21,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-22,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-23,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-24,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-25,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-26,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-27,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-28,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-29,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-30,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-03-31,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-01,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-02,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-03,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-04,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-05,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-06,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-07,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-08,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-09,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-10,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-11,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-12,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-13,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-14,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-15,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-16,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-17,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-18,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-19,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-20,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-21,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-22,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-23,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-24,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-25,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-26,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-27,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-28,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-29,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-04-30,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-01,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-02,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-03,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-04,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-05,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-06,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-07,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-08,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-09,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-10,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-11,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-12,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-13,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-14,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-15,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-16,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-17,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-18,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-19,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-20,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-21,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-22,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-23,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-24,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-25,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-26,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-27,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-28,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-29,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-30,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-05-31,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-01,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-02,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-03,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-04,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-05,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-06,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-07,Region 8,Region 11,0,0,0,0,Alger
Alger,2020-06-08,Region 8,Region 11,1,0,1,0,Alger
Alger,2020-06-09,Region 8,Region 11,0,0,1,0,Alger
Alger,2020-06-10,Region 8,Region 11,0,0,1,0,Alger
Alger,2020-06-11,Region 8,Region 11,0,0,1,0,Alger
Alger,2020-06-12,Region 8,Region 11,0,0,1,0,Alger
Allegan,2020-03-01,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-02,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-03,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-04,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-05,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-06,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-07,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-08,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-09,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-10,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-11,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-12,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-13,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-14,Region 5,Region 8,0,0,0,0,Allegan
Allegan,2020-03-15,Region 5,Region 8,1,0,1,0,Allegan
Allegan,2020-03-16,Region 5,Region 8,0,0,1,0,Allegan
Allegan,2020-03-17,Region 5,Region 8,0,0,1,0,Allegan
Allegan,2020-03-18,Region 5,Region 8,0,0,1,0,Allegan
Allegan,2020-03-19,Region 5,Region 8,0,0,1,0,Allegan
Allegan,2020-03-20,Region 5,Region 8,1,0,2,0,Allegan
Allegan,2020-03-21,Region 5,Region 8,0,0,2,0,Allegan
Allegan,2020-03-22,Region 5,Region 8,0,0,2,0,Allegan
Allegan,2020-03-23,Region 5,Region 8,0,0,2,0,Allegan
Allegan,2020-03-24,Region 5,Region 8,1,0,3,0,Allegan
Allegan,2020-03-25,Region 5,Region 8,3,0,6,0,Allegan
Allegan,2020-03-26,Region 5,Region 8,0,0,6,0,Allegan
Allegan,2020-03-27,Region 5,Region 8,5,0,11,0,Allegan
Allegan,2020-03-28,Region 5,Region 8,1,0,12,0,Allegan
Allegan,2020-03-29,Region 5,Region 8,0,0,12,0,Allegan
Allegan,2020-03-30,Region 5,Region 8,3,0,15,0,Allegan
Allegan,2020-03-31,Region 5,Region 8,1,0,16,0,Allegan
Allegan,2020-04-01,Region 5,Region 8,1,0,17,0,Allegan
Allegan,2020-04-02,Region 5,Region 8,2,0,19,0,Allegan
Allegan,2020-04-03,Region 5,Region 8,4,0,23,0,Allegan
Allegan,2020-04-04,Region 5,Region 8,2,0,25,0,Allegan
Allegan,2020-04-05,Region 5,Region 8,0,0,25,0,Allegan
Allegan,2020-04-06,Region 5,Region 8,1,0,26,0,Allegan
Allegan,2020-04-07,Region 5,Region 8,0,0,26,0,Allegan
Allegan,2020-04-08,Region 5,Region 8,1,0,27,0,Allegan
Allegan,2020-04-09,Region 5,Region 8,0,0,27,0,Allegan
Allegan,2020-04-10,Region 5,Region 8,7,0,34,0,Allegan
Allegan,2020-04-11,Region 5,Region 8,1,0,35,0,Allegan
Allegan,2020-04-12,Region 5,Region 8,3,0,38,0,Allegan
Allegan,2020-04-13,Region 5,Region 8,4,0,42,0,Allegan
Allegan,2020-04-14,Region 5,Region 8,2,0,44,0,Allegan
Allegan,2020-04-15,Region 5,Region 8,4,0,48,0,Allegan
Allegan,2020-04-16,Region 5,Region 8,7,0,55,0,Allegan
Allegan,2020-04-17,Region 5,Region 8,3,0,58,0,Allegan
Allegan,2020-04-18,Region 5,Region 8,5,0,63,0,Allegan
Allegan,2020-04-19,Region 5,Region 8,4,0,67,0,Allegan
Allegan,2020-04-20,Region 5,Region 8,5,0,72,0,Allegan
Allegan,2020-04-21,Region 5,Region 8,9,0,81,0,Allegan
Allegan,2020-04-22,Region 5,Region 8,3,0,84,0,Allegan
Allegan,2020-04-23,Region 5,Region 8,7,1,91,1,Allegan
Allegan,2020-04-24,Region 5,Region 8,7,0,98,1,Allegan
Allegan,2020-04-25,Region 5,Region 8,6,1,104,2,Allegan
Allegan,2020-04-26,Region 5,Region 8,6,0,110,2,Allegan
Allegan,2020-04-27,Region 5,Region 8,2,0,112,2,Allegan
Allegan,2020-04-28,Region 5,Region 8,9,1,121,3,Allegan
Allegan,2020-04-29,Region 5,Region 8,3,0,124,3,Allegan
Allegan,2020-04-30,Region 5,Region 8,8,0,132,3,Allegan
Allegan,2020-05-01,Region 5,Region 8,6,0,138,3,Allegan
Allegan,2020-05-02,Region 5,Region 8,3,0,141,3,Allegan
Allegan,2020-05-03,Region 5,Region 8,2,0,143,3,Allegan
Allegan,2020-05-04,Region 5,Region 8,5,0,148,3,Allegan
Allegan,2020-05-05,Region 5,Region 8,6,0,154,3,Allegan
Allegan,2020-05-06,Region 5,Region 8,5,0,159,3,Allegan
Allegan,2020-05-07,Region 5,Region 8,4,0,163,3,Allegan
Allegan,2020-05-08,Region 5,Region 8,4,0,167,3,Allegan
Allegan,2020-05-09,Region 5,Region 8,2,0,169,3,Allegan
Allegan,2020-05-10,Region 5,Region 8,1,0,170,3,Allegan
Allegan,2020-05-11,Region 5,Region 8,8,0,178,3,Allegan
Allegan,2020-05-12,Region 5,Region 8,6,0,184,3,Allegan
Allegan,2020-05-13,Region 5,Region 8,5,0,189,3,Allegan
Allegan,2020-05-14,Region 5,Region 8,5,0,194,3,Allegan
Allegan,2020-05-15,Region 5,Region 8,1,0,195,3,Allegan
Allegan,2020-05-16,Region 5,Region 8,2,0,197,3,Allegan
Allegan,2020-05-17,Region 5,Region 8,0,0,197,3,Allegan
Allegan,2020-05-18,Region 5,Region 8,7,0,204,3,Allegan
Allegan,2020-05-19,Region 5,Region 8,4,2,208,5,Allegan
Allegan,2020-05-20,Region 5,Region 8,1,0,209,5,Allegan
Allegan,2020-05-21,Region 5,Region 8,1,0,210,5,Allegan
Allegan,2020-05-22,Region 5,Region 8,2,1,212,6,Allegan
Allegan,2020-05-23,Region 5,Region 8,3,0,215,6,Allegan
Allegan,2020-05-24,Region 5,Region 8,1,0,216,6,Allegan
Allegan,2020-05-25,Region 5,Region 8,0,0,216,6,Allegan
Allegan,2020-05-26,Region 5,Region 8,2,0,218,6,Allegan
Allegan,2020-05-27,Region 5,Region 8,3,0,221,6,Allegan
Allegan,2020-05-28,Region 5,Region 8,0,0,221,6,Allegan
Allegan,2020-05-29,Region 5,Region 8,3,0,224,6,Allegan
Allegan,2020-05-30,Region 5,Region 8,1,0,225,6,Allegan
Allegan,2020-05-31,Region 5,Region 8,0,0,225,6,Allegan
Allegan,2020-06-01,Region 5,Region 8,2,0,227,6,Allegan
Allegan,2020-06-02,Region 5,Region 8,1,0,228,6,Allegan
Allegan,2020-06-03,Region 5,Region 8,2,0,230,6,Allegan
Allegan,2020-06-04,Region 5,Region 8,4,0,234,6,Allegan
Allegan,2020-06-05,Region 5,Region 8,0,0,234,6,Allegan
Allegan,2020-06-06,Region 5,Region 8,0,0,234,6,Allegan
Allegan,2020-06-07,Region 5,Region 8,0,0,234,6,Allegan
Allegan,2020-06-08,Region 5,Region 8,0,0,234,6,Allegan
Allegan,2020-06-09,Region 5,Region 8,5,0,239,6,Allegan
Allegan,2020-06-10,Region 5,Region 8,0,0,239,6,Allegan
Allegan,2020-06-11,Region 5,Region 8,1,0,240,6,Allegan
Allegan,2020-06-12,Region 5,Region 8,0,0,240,6,Allegan
Alpena,2020-03-01,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-02,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-03,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-04,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-05,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-06,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-07,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-08,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-09,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-10,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-11,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-12,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-13,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-14,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-15,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-16,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-17,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-18,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-19,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-20,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-21,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-22,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-23,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-24,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-25,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-26,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-27,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-28,Region 7,Region 9,0,0,0,0,Alpena
Alpena,2020-03-29,Region 7,Region 9,1,0,1,0,Alpena
Alpena,2020-03-30,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-03-31,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-01,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-02,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-03,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-04,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-05,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-06,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-07,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-08,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-09,Region 7,Region 9,0,0,1,0,Alpena
Alpena,2020-04-10,Region 7,Region 9,1,0,2,0,Alpena
Alpena,2020-04-11,Region 7,Region 9,2,0,4,0,Alpena
Alpena,2020-04-12,Region 7,Region 9,1,0,5,0,Alpena
Alpena,2020-04-13,Region 7,Region 9,6,0,11,0,Alpena
Alpena,2020-04-14,Region 7,Region 9,1,1,12,1,Alpena
Alpena,2020-04-15,Region 7,Region 9,6,0,18,1,Alpena
Alpena,2020-04-16,Region 7,Region 9,7,0,25,1,Alpena
Alpena,2020-04-17,Region 7,Region 9,7,0,32,1,Alpena
Alpena,2020-04-18,Region 7,Region 9,22,0,54,1,Alpena
Alpena,2020-04-19,Region 7,Region 9,2,0,56,1,Alpena
Alpena,2020-04-20,Region 7,Region 9,4,0,60,1,Alpena
Alpena,2020-04-21,Region 7,Region 9,4,0,64,1,Alpena
Alpena,2020-04-22,Region 7,Region 9,3,1,67,2,Alpena
Alpena,2020-04-23,Region 7,Region 9,1,0,68,2,Alpena
Alpena,2020-04-24,Region 7,Region 9,1,1,69,3,Alpena
Alpena,2020-04-25,Region 7,Region 9,3,1,72,4,Alpena
Alpena,2020-04-26,Region 7,Region 9,1,0,73,4,Alpena
Alpena,2020-04-27,Region 7,Region 9,8,0,81,4,Alpena
Alpena,2020-04-28,Region 7,Region 9,5,1,86,5,Alpena
Alpena,2020-04-29,Region 7,Region 9,0,1,86,6,Alpena
Alpena,2020-04-30,Region 7,Region 9,0,0,86,6,Alpena
Alpena,2020-05-01,Region 7,Region 9,0,0,86,6,Alpena
Alpena,2020-05-02,Region 7,Region 9,2,1,88,7,Alpena
Alpena,2020-05-03,Region 7,Region 9,0,0,88,7,Alpena
Alpena,2020-05-04,Region 7,Region 9,0,0,88,7,Alpena
Alpena,2020-05-05,Region 7,Region 9,0,0,88,7,Alpena
Alpena,2020-05-06,Region 7,Region 9,0,0,88,7,Alpena
Alpena,2020-05-07,Region 7,Region 9,0,1,88,8,Alpena
Alpena,2020-05-08,Region 7,Region 9,0,0,88,8,Alpena
Alpena,2020-05-09,Region 7,Region 9,0,0,88,8,Alpena
Alpena,2020-05-10,Region 7,Region 9,0,0,88,8,Alpena
Alpena,2020-05-11,Region 7,Region 9,0,0,88,8,Alpena
Alpena,2020-05-12,Region 7,Region 9,1,0,89,8,Alpena
Alpena,2020-05-13,Region 7,Region 9,0,0,89,8,Alpena
Alpena,2020-05-14,Region 7,Region 9,1,1,90,9,Alpena
Alpena,2020-05-15,Region 7,Region 9,1,0,91,9,Alpena
Alpena,2020-05-16,Region 7,Region 9,0,0,91,9,Alpena
Alpena,2020-05-17,Region 7,Region 9,2,0,93,9,Alpena
Alpena,2020-05-18,Region 7,Region 9,0,0,93,9,Alpena
Alpena,2020-05-19,Region 7,Region 9,0,0,93,9,Alpena
Alpena,2020-05-20,Region 7,Region 9,1,0,94,9,Alpena
Alpena,2020-05-21,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-22,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-23,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-24,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-25,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-26,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-27,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-28,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-29,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-30,Region 7,Region 9,0,0,94,9,Alpena
Alpena,2020-05-31,Region 7,Region 9,0,0,94,9,Alpena
