dates,county,cases,deaths
2020-05-08,Alcona,0,0
2020-05-08,Allegan,4,0
2020-05-08,Alpena,0,0
2020-05-08,Antrim,0,0
2020-05-08,Arenac,0,0
2020-05-08,Baraga,0,0
2020-05-08,Barry,3,0
2020-05-08,Bay,6,0
2020-05-08,Benzie,0,0
2020-05-08,Berrien,22,1
2020-05-08,Branch,3,0
2020-05-08,Calhoun,2,0
2020-05-08,Cass,3,0
2020-05-08,Charlevoix,0,0
2020-05-08,Cheboygan,0,0
2020-05-08,Chippewa,0,0
2020-05-08,Clare,0,0
2020-05-08,Clinton,0,0
2020-05-08,Crawford,0,0
2020-05-08,Delta,0,0
2020-05-08,Detroit,82,7
2020-05-08,Dickinson,1,0
2020-05-08,Eaton,6,0
2020-05-08,Emmet,0,0
2020-05-08,Genesee,8,1
2020-05-08,Gladwin,1,0
2020-05-08,Gogebic,0,0
2020-05-08,Grand Traverse,0,0
2020-05-08,Gratiot,0,0
2020-05-08,Hillsdale,5,0
2020-05-08,Houghton,0,0
2020-05-08,Huron,3,0
2020-05-08,Ingham,6,2
2020-05-08,Ionia,4,0
2020-05-08,Iosco,0,0
2020-05-08,Isabella,0,0
2020-05-08,Jackson,1,-1
2020-05-08,Kalamazoo,12,0
2020-05-08,Kalkaska,0,0
2020-05-08,Kent,59,0
2020-05-08,Lake,0,0
2020-05-08,Lapeer,0,0
2020-05-08,Leelanau,0,0
2020-05-08,Lenawee,5,0
2020-05-08,Livingston,6,0
2020-05-08,Luce,0,0
2020-05-08,Mackinac,0,0
2020-05-08,Macomb,87,4
2020-05-08,Manistee,0,0
2020-05-08,Marquette,-2,1
2020-05-08,Mason,3,0
2020-05-08,Mecosta,1,0
2020-05-08,Menominee,0,0
2020-05-08,Midland,3,0
2020-05-08,Missaukee,0,0
2020-05-08,Monroe,12,1
2020-05-08,Montcalm,0,0
2020-05-08,Montmorency,0,0
2020-05-08,Muskegon,0,0
2020-05-08,Newaygo,0,0
2020-05-08,Oakland,40,16
2020-05-08,Oceana,1,0
2020-05-08,Ogemaw,0,0
2020-05-08,Osceola,1,0
2020-05-08,Oscoda,0,0
2020-05-08,Otsego,0,1
2020-05-08,Ottawa,22,0
2020-05-08,Presque Isle,-1,0
2020-05-08,Roscommon,2,0
2020-05-08,Saginaw,7,1
2020-05-08,Sanilac,0,0
2020-05-08,Schoolcraft,0,0
2020-05-08,Shiawassee,3,3
2020-05-08,St. Clair,11,0
2020-05-08,St. Joseph,4,0
2020-05-08,Tuscola,4,1
2020-05-08,Van Buren,8,0
2020-05-08,Washtenaw,20,3
2020-05-08,Wayne,75,9
2020-05-08,Wexford,1,0
2020-05-08,MDOC,88,0
2020-05-08,FCI,3,0
2020-05-08,Unknown,41,0
2020-05-08,Non-MI,4,0
2020-05-08,Totals,46326,4393
