dates,county,cases,deaths
2020-06-02,Alcona,0,0
2020-06-02,Allegan,1,0
2020-06-02,Alpena,0,0
2020-06-02,Antrim,0,0
2020-06-02,Arenac,0,0
2020-06-02,Baraga,0,0
2020-06-02,Barry,1,0
2020-06-02,Bay,5,0
2020-06-02,Benzie,0,0
2020-06-02,Berrien,7,1
2020-06-02,Branch,1,0
2020-06-02,Calhoun,14,1
2020-06-02,Cass,1,0
2020-06-02,Charlevoix,0,0
2020-06-02,Cheboygan,0,0
2020-06-02,Chippewa,0,0
2020-06-02,Clare,0,0
2020-06-02,Clinton,0,0
2020-06-02,Crawford,0,0
2020-06-02,Delta,0,0
2020-06-02,Detroit,10,5
2020-06-02,Dickinson,0,0
2020-06-02,Eaton,-1,0
2020-06-02,Emmet,0,0
2020-06-02,Genesee,6,0
2020-06-02,Gladwin,0,0
2020-06-02,Gogebic,0,0
2020-06-02,Grand Traverse,0,0
2020-06-02,Gratiot,2,0
2020-06-02,Hillsdale,0,0
2020-06-02,Houghton,0,0
2020-06-02,Huron,0,0
2020-06-02,Ingham,5,1
2020-06-02,Ionia,1,0
2020-06-02,Iosco,1,0
2020-06-02,Iron,1,0
2020-06-02,Isabella,1,0
2020-06-02,Jackson,8,0
2020-06-02,Kalamazoo,4,1
2020-06-02,Kalkaska,0,0
2020-06-02,Kent,29,4
2020-06-02,Lake,0,0
2020-06-02,Lapeer,1,0
2020-06-02,Leelanau,0,0
2020-06-02,Lenawee,0,0
2020-06-02,Livingston,0,0
2020-06-02,Luce,0,0
2020-06-02,Mackinac,0,0
2020-06-02,Macomb,13,4
2020-06-02,Manistee,0,0
2020-06-02,Marquette,0,0
2020-06-02,Mason,0,0
2020-06-02,Mecosta,0,0
2020-06-02,Menominee,0,0
2020-06-02,Midland,0,0
2020-06-02,Missaukee,0,0
2020-06-02,Monroe,-1,0
2020-06-02,Montcalm,0,0
2020-06-02,Montmorency,0,0
2020-06-02,Muskegon,3,1
2020-06-02,Newaygo,1,0
2020-06-02,Oakland,5,7
2020-06-02,Oceana,2,0
2020-06-02,Ogemaw,0,0
2020-06-02,Osceola,0,0
2020-06-02,Oscoda,0,0
2020-06-02,Otsego,0,0
2020-06-02,Ottawa,5,1
2020-06-02,Presque Isle,0,0
2020-06-02,Roscommon,0,0
2020-06-02,Saginaw,2,1
2020-06-02,Sanilac,0,0
2020-06-02,Schoolcraft,0,0
2020-06-02,Shiawassee,0,0
2020-06-02,St. Clair,0,2
2020-06-02,St. Joseph,10,0
2020-06-02,Tuscola,0,0
2020-06-02,Van Buren,3,0
2020-06-02,Washtenaw,3,0
2020-06-02,Wayne,12,7
2020-06-02,Wexford,0,0
2020-06-02,MDOC,32,1
2020-06-02,FCI,1,0
2020-06-02,Unknown,10,0
2020-06-02,Non-MI,0,0
2020-06-02,Totals,57731,5553
