dates,county,cases,deaths
2020-04-04,Allegan,4,0
2020-04-04,Antrim,0,0
2020-04-04,Arenac,1,0
2020-04-04,Barry,0,0
2020-04-04,Bay,6,0
2020-04-04,Berrien,4,0
2020-04-04,Branch,4,0
2020-04-04,Calhoun,3,0
2020-04-04,Cass,0,0
2020-04-04,Charlevoix,2,0
2020-04-04,Cheboygan,1,1
2020-04-04,Chippewa,0,0
2020-04-04,Clare,-1,0
2020-04-04,Clinton,5,0
2020-04-04,Crawford,0,0
2020-04-04,Delta,0,0
2020-04-04,Detroit,408,14
2020-04-04,Dickinson,0,0
2020-04-04,Eaton,6,0
2020-04-04,Emmet,1,0
2020-04-04,Genesee,42,4
2020-04-04,Gladwin,1,0
2020-04-04,Gogebic,0,0
2020-04-04,Grand Traverse,1,1
2020-04-04,Gratiot,-1,0
2020-04-04,Hillsdale,11,0
2020-04-04,Houghton,1,0
2020-04-04,Huron,0,0
2020-04-04,Ingham,16,0
2020-04-04,Ionia,0,0
2020-04-04,Iosco,1,1
2020-04-04,Isabella,1,0
2020-04-04,Jackson,12,0
2020-04-04,Kalamazoo,5,2
2020-04-04,Kalkaska,0,0
2020-04-04,Kent,17,0
2020-04-04,Lapeer,5,0
2020-04-04,Leelanau,0,0
2020-04-04,Lenawee,3,0
2020-04-04,Livingston,8,0
2020-04-04,Luce,0,0
2020-04-04,Mackinac,0,0
2020-04-04,Macomb,278,13
2020-04-04,Manistee,3,0
2020-04-04,Marquette,4,1
2020-04-04,Mecosta,0,0
2020-04-04,Midland,1,0
2020-04-04,Missaukee,0,0
2020-04-04,Monroe,6,0
2020-04-04,Montcalm,1,0
2020-04-04,Muskegon,1,0
2020-04-04,Newaygo,0,0
2020-04-04,Oakland,245,6
2020-04-04,Oceana,0,0
2020-04-04,Ogemaw,0,0
2020-04-04,Osceola,1,0
2020-04-04,Oscoda,0,0
2020-04-04,Otsego,2,1
2020-04-04,Ottawa,2,0
2020-04-04,Roscommon,0,0
2020-04-04,Saginaw,13,0
2020-04-04,Sanilac,3,0
2020-04-04,Shiawassee,4,0
2020-04-04,St Clair,19,2
2020-04-04,St Joseph,-1,0
2020-04-04,Tuscola,5,0
2020-04-04,Van Buren,0,0
2020-04-04,Washtenaw,24,0
2020-04-04,Wayne,258,15
2020-04-04,Wexford,0,0
2020-04-04,Unknown,37,0
2020-04-04,Non-MI,9,0
2020-04-04,Totals,14225,540
