2020-04-03,Allegan,6,0.0
2020-04-03,Antrim,4,0.0
2020-04-03,Arenac,2,0.0
2020-04-03,Barry,5,0.0
2020-04-03,Bay,18,0.0
2020-04-03,Berrien,52,1.0
2020-04-03,Branch,6,0.0
2020-04-03,Calhoun,31,1.0
2020-04-03,Cass,6,1.0
2020-04-03,Charlevoix,5,0.0
2020-04-03,Cheboygan,6,0.0
2020-04-03,Chippewa,1,0.0
2020-04-03,Clare,2,0.0
2020-04-03,Clinton,49,1.0
2020-04-03,Crawford,1,0.0
2020-04-03,Delta,5,0.0
2020-04-03,Detroit City,3550,117.0
2020-04-03,Dickinson,1,1.0
2020-04-03,Eaton,47,2.0
2020-04-03,Emmet,6,2.0
2020-04-03,Genesee,422,11.0
2020-04-03,Gladwin,2,0.0
2020-04-03,Gogebic,3,1.0
2020-04-03,Grand Traverse,11,2.0
2020-04-03,Gratiot,5,0.0
2020-04-03,Hillsdale,26,2.0
2020-04-03,Houghton,1,0.0
2020-04-03,Huron,4,0.0
2020-04-03,Ingham,152,1.0
2020-04-03,Ionia,6,0.0
2020-04-03,Iosco,1,0.0
2020-04-03,Isabella,9,2.0
2020-04-03,Jackson,69,3.0
2020-04-03,Kalamazoo,40,1.0
2020-04-03,Kalkaska,8,1.0
2020-04-03,Kent,136,2.0
2020-04-03,Lapeer,22,0.0
2020-04-03,Leelanau,1,0.0
2020-04-03,Lenawee,24,0.0
2020-04-03,Livingston,121,2.0
2020-04-03,Luce,1,0.0
2020-04-03,Mackinac,2,0.0
2020-04-03,Macomb,1560,65.0
2020-04-03,Manistee,1,0.0
2020-04-03,Marquette,7,0.0
2020-04-03,Mecosta,4,1.0
2020-04-03,Midland,16,0.0
2020-04-03,Missaukee,1,1.0
2020-04-03,Monroe,95,0.0
2020-04-03,Montcalm,12,0.0
2020-04-03,Muskegon,30,2.0
2020-04-03,Newaygo,2,0.0
2020-04-03,Oakland,2540,136.0
2020-04-03,Oceana,3,0.0
2020-04-03,Ogemaw,2,0.0
2020-04-03,Osceola,3,0.0
2020-04-03,Oscoda,2,0.0
2020-04-03,Otsego,20,0.0
2020-04-03,Ottawa,37,0.0
2020-04-03,Presque Isle,1,0.0
2020-04-03,Roscommon,2,0.0
2020-04-03,Saginaw,90,0.0
2020-04-03,Sanilac,10,1.0
2020-04-03,Shiawassee,18,0.0
2020-04-03,St Clair,66,0.0
2020-04-03,St Joseph,10,0.0
2020-04-03,Tuscola,15,2.0
2020-04-03,Van Buren,12,1.0
2020-04-03,Washtenaw,477,8.0
2020-04-03,Wayne,2546,106.0
2020-04-03,Wexford,4,0.0
2020-04-03,Other*,187,1.0
2020-04-03,Unknown,28,0.0
2020-04-03,Out of State,74,1.0
2020-04-03,Totals,12744,479.0
