dates,county,cases,deaths
2020-04-10,Allegan,1,0
2020-04-10,Antrim,0,0
2020-04-10,Arenac,0,0
2020-04-10,Barry,0,0
2020-04-10,Bay,6,0
2020-04-10,Berrien,8,0
2020-04-10,Branch,1,1
2020-04-10,Calhoun,8,0
2020-04-10,Cass,2,0
2020-04-10,Charlevoix,1,0
2020-04-10,Cheboygan,0,0
2020-04-10,Chippewa,0,1
2020-04-10,Clare,1,1
2020-04-10,Clinton,5,2
2020-04-10,Crawford,0,0
2020-04-10,Delta,0,0
2020-04-10,Detroit,157,52
2020-04-10,Dickinson,0,0
2020-04-10,Eaton,0,1
2020-04-10,Emmet,1,0
2020-04-10,Genesee,73,9
2020-04-10,Gladwin,0,0
2020-04-10,Gogebic,1,0
2020-04-10,Grand Traverse,1,0
2020-04-10,Gratiot,0,0
2020-04-10,Hillsdale,6,0
2020-04-10,Houghton,0,0
2020-04-10,Huron,0,0
2020-04-10,Ingham,17,0
2020-04-10,Ionia,1,1
2020-04-10,Iosco,0,0
2020-04-10,Isabella,9,0
2020-04-10,Jackson,9,0
2020-04-10,Kalamazoo,3,1
2020-04-10,Kalkaska,0,0
2020-04-10,Kent,17,4
2020-04-10,Lapeer,10,1
2020-04-10,Leelanau,0,0
2020-04-10,Lenawee,0,0
2020-04-10,Livingston,15,1
2020-04-10,Luce,0,0
2020-04-10,Mackinac,0,0
2020-04-10,Macomb,190,32
2020-04-10,Manistee,0,0
2020-04-10,Marquette,3,0
2020-04-10,Mason,0,0
2020-04-10,Mecosta,2,0
2020-04-10,Menominee,1,0
2020-04-10,Midland,0,0
2020-04-10,Missaukee,0,0
2020-04-10,Monroe,9,3
2020-04-10,Montcalm,1,0
2020-04-10,Muskegon,4,0
2020-04-10,Newaygo,1,0
2020-04-10,Oakland,264,36
2020-04-10,Oceana,0,0
2020-04-10,Ogemaw,0,0
2020-04-10,Osceola,0,0
2020-04-10,Oscoda,0,0
2020-04-10,Otsego,0,0
2020-04-10,Ottawa,2,0
2020-04-10,Presque Isle,1,0
2020-04-10,Roscommon,0,0
2020-04-10,Saginaw,35,2
2020-04-10,Sanilac,2,0
2020-04-10,Schoolcraft,0,0
2020-04-10,Shiawassee,3,0
2020-04-10,St. Clair,17,0
2020-04-10,St. Joseph,2,0
2020-04-10,Tuscola,5,2
2020-04-10,Van Buren,2,0
2020-04-10,Washtenaw,22,0
2020-04-10,Wayne,289,53
2020-04-10,Wexford,0,0
2020-04-10,MDOC,335,5
2020-04-10,FCI,14,0
2020-04-10,Unknown,-284,-3
2020-04-10,Non-MI,6,0
2020-04-10,Total,22783,1281
