dates,county,cases,deaths
2020-04-27,Alcona,0,0
2020-04-27,Allegan,3,0
2020-04-27,Alpena,0,0
2020-04-27,Antrim,0,0
2020-04-27,Arenac,-1,0
2020-04-27,Barry,2,0
2020-04-27,Bay,7,1
2020-04-27,Benzie,0,0
2020-04-27,Berrien,2,0
2020-04-27,Branch,2,0
2020-04-27,Calhoun,1,1
2020-04-27,Cass,1,0
2020-04-27,Charlevoix,0,0
2020-04-27,Cheboygan,0,0
2020-04-27,Chippewa,0,0
2020-04-27,Clare,1,0
2020-04-27,Clinton,3,0
2020-04-27,Crawford,4,0
2020-04-27,Delta,1,0
2020-04-27,Detroit,66,28
2020-04-27,Dickinson,0,0
2020-04-27,Eaton,1,1
2020-04-27,Emmet,0,0
2020-04-27,Genesee,16,4
2020-04-27,Gladwin,0,0
2020-04-27,Gogebic,0,0
2020-04-27,Grand Traverse,0,0
2020-04-27,Gratiot,2,0
2020-04-27,Hillsdale,1,2
2020-04-27,Houghton,0,0
2020-04-27,Huron,0,0
2020-04-27,Ingham,7,1
2020-04-27,Ionia,4,0
2020-04-27,Iosco,8,0
2020-04-27,Isabella,2,0
2020-04-27,Jackson,14,2
2020-04-27,Kalamazoo,8,1
2020-04-27,Kalkaska,0,0
2020-04-27,Kent,69,2
2020-04-27,Lake,0,0
2020-04-27,Lapeer,-1,0
2020-04-27,Leelanau,0,0
2020-04-27,Lenawee,2,1
2020-04-27,Livingston,4,0
2020-04-27,Luce,0,0
2020-04-27,Mackinac,0,0
2020-04-27,Macomb,42,7
2020-04-27,Manistee,0,0
2020-04-27,Marquette,0,0
2020-04-27,Mason,0,0
2020-04-27,Mecosta,0,0
2020-04-27,Menominee,0,0
2020-04-27,Midland,4,0
2020-04-27,Missaukee,0,0
2020-04-27,Monroe,2,0
2020-04-27,Montcalm,0,0
2020-04-27,Montmorency,0,0
2020-04-27,Muskegon,6,0
2020-04-27,Newaygo,-1,0
2020-04-27,Oakland,-15,11
2020-04-27,Oceana,2,0
2020-04-27,Ogemaw,1,0
2020-04-27,Osceola,0,0
2020-04-27,Oscoda,0,0
2020-04-27,Otsego,0,0
2020-04-27,Ottawa,11,0
2020-04-27,Presque Isle,1,0
2020-04-27,Roscommon,0,0
2020-04-27,Saginaw,28,4
2020-04-27,Sanilac,0,0
2020-04-27,Schoolcraft,0,0
2020-04-27,Shiawassee,36,1
2020-04-27,St. Clair,2,0
2020-04-27,St. Joseph,1,0
2020-04-27,Tuscola,8,0
2020-04-27,Van Buren,1,0
2020-04-27,Washtenaw,3,5
2020-04-27,Wayne,58,14
2020-04-27,Wexford,1,1
2020-04-27,MDOC,17,5
2020-04-27,FCI,0,0
2020-04-27,Unknown,2,0
2020-04-27,Non-MI,-7,0
2020-04-27,Totals,38210,3407
