dates,county,cases,deaths
2020-04-26,Alcona,0,0
2020-04-26,Allegan,4,0
2020-04-26,Alpena,0,0
2020-04-26,Antrim,-1,-1
2020-04-26,Arenac,0,0
2020-04-26,Barry,1,0
2020-04-26,Bay,1,0
2020-04-26,Benzie,0,0
2020-04-26,Berrien,2,2
2020-04-26,Branch,1,0
2020-04-26,Calhoun,11,0
2020-04-26,Cass,0,0
2020-04-26,Charlevoix,0,0
2020-04-26,Cheboygan,0,0
2020-04-26,Chippewa,0,0
2020-04-26,Clare,0,0
2020-04-26,Clinton,3,0
2020-04-26,Crawford,1,0
2020-04-26,Delta,0,0
2020-04-26,Detroit,65,10
2020-04-26,Dickinson,0,0
2020-04-26,Eaton,1,0
2020-04-26,Emmet,0,0
2020-04-26,Genesee,15,4
2020-04-26,Gladwin,1,0
2020-04-26,Gogebic,0,0
2020-04-26,Grand Traverse,0,0
2020-04-26,Gratiot,0,0
2020-04-26,Hillsdale,4,0
2020-04-26,Houghton,0,0
2020-04-26,Huron,2,0
2020-04-26,Ingham,11,0
2020-04-26,Ionia,2,0
2020-04-26,Iosco,4,0
2020-04-26,Isabella,0,0
2020-04-26,Jackson,4,0
2020-04-26,Kalamazoo,12,0
2020-04-26,Kalkaska,0,0
2020-04-26,Kent,102,0
2020-04-26,Lake,0,0
2020-04-26,Lapeer,3,1
2020-04-26,Leelanau,0,0
2020-04-26,Lenawee,0,0
2020-04-26,Livingston,0,0
2020-04-26,Luce,0,0
2020-04-26,Mackinac,0,0
2020-04-26,Macomb,64,3
2020-04-26,Manistee,-1,0
2020-04-26,Marquette,1,0
2020-04-26,Mason,0,0
2020-04-26,Mecosta,0,0
2020-04-26,Menominee,0,0
2020-04-26,Midland,1,0
2020-04-26,Missaukee,0,0
2020-04-26,Monroe,6,1
2020-04-26,Montcalm,3,0
2020-04-26,Montmorency,0,0
2020-04-26,Muskegon,15,0
2020-04-26,Newaygo,1,0
2020-04-26,Oakland,47,8
2020-04-26,Oceana,1,0
2020-04-26,Ogemaw,1,0
2020-04-26,Osceola,0,0
2020-04-26,Oscoda,0,0
2020-04-26,Otsego,3,1
2020-04-26,Ottawa,7,1
2020-04-26,Presque Isle,0,0
2020-04-26,Roscommon,0,0
2020-04-26,Saginaw,13,0
2020-04-26,Sanilac,0,0
2020-04-26,Schoolcraft,0,0
2020-04-26,Shiawassee,1,0
2020-04-26,St. Clair,5,0
2020-04-26,St. Joseph,1,0
2020-04-26,Tuscola,1,0
2020-04-26,Van Buren,1,0
2020-04-26,Washtenaw,-1,0
2020-04-26,Wayne,135,10
2020-04-26,Wexford,0,0
2020-04-26,MDOC,5,1
2020-04-26,FCI,7,0
2020-04-26,Unknown,1,0
2020-04-26,Non-MI,8,0
2020-04-26,Totals,37778,3315
