dates,county,cases,deaths
2020-03-29,Allegan,1,0
2020-03-29,Barry,0,0
2020-03-29,Bay,1,0
2020-03-29,Berrien,7,0
2020-03-29,Calhoun,4,0
2020-03-29,Cass,2,0
2020-03-29,Charlevoix,0,0
2020-03-29,Cheboygan,1,0
2020-03-29,Clare,0,0
2020-03-29,Clinton,1,0
2020-03-29,Crawford,0,0
2020-03-29,Detroit,165,5
2020-03-29,Eaton,0,0
2020-03-29,Emmet,0,0
2020-03-29,Genesee,17,0
2020-03-29,Gladwin,1,0
2020-03-29,Gogebic,0,0
2020-03-29,Grand Traverse,1,0
2020-03-29,Gratiot,1,0
2020-03-29,Hillsdale,3,1
2020-03-29,Huron,2,0
2020-03-29,Ingham,11,0
2020-03-29,Ionia,0,0
2020-03-29,Iosco,0,0
2020-03-29,Isabella,0,1
2020-03-29,Jackson,4,1
2020-03-29,Kalamazoo,4,0
2020-03-29,Kalkaska,0,0
2020-03-29,Kent,19,0
2020-03-29,Lapeer,0,0
2020-03-29,Leelanau,0,0
2020-03-29,Lenawee,4,0
2020-03-29,Livingston,18,0
2020-03-29,Macomb,86,3
2020-03-29,Manistee,0,0
2020-03-29,Marquette,1,0
2020-03-29,Mecosta,0,0
2020-03-29,Midland,0,0
2020-03-29,Missaukee,0,0
2020-03-29,Monroe,4,0
2020-03-29,Montcalm,0,0
2020-03-29,Muskegon,6,0
2020-03-29,Newaygo,0,0
2020-03-29,Oakland,152,3
2020-03-29,Oceana,1,0
2020-03-29,Ogemaw,0,0
2020-03-29,Osceola,1,0
2020-03-29,Otsego,3,0
2020-03-29,Ottawa,2,0
2020-03-29,Roscommon,0,0
2020-03-29,Saginaw,5,0
2020-03-29,Sanilac,0,0
2020-03-29,Shiawassee,3,0
2020-03-29,St. Clair,4,0
2020-03-29,Tuscola,0,0
2020-03-29,Van Buren,0,0
2020-03-29,Washtenaw,46,2
2020-03-29,Wayne,223,5
2020-03-29,Wexford,0,0
2020-03-29,Unknown,30,0
2020-03-29,Non-MI,3,0
2020-03-29,Total,5486,132
