dates,county,cases,deaths
2020-05-18,Alcona,0,0
2020-05-18,Allegan,7,0
2020-05-18,Alpena,0,0
2020-05-18,Antrim,0,0
2020-05-18,Arenac,1,0
2020-05-18,Baraga,0,0
2020-05-18,Barry,1,0
2020-05-18,Bay,7,1
2020-05-18,Benzie,0,0
2020-05-18,Berrien,6,1
2020-05-18,Branch,0,0
2020-05-18,Calhoun,3,0
2020-05-18,Cass,1,0
2020-05-18,Charlevoix,0,0
2020-05-18,Cheboygan,0,0
2020-05-18,Chippewa,0,0
2020-05-18,Clare,1,0
2020-05-18,Clinton,1,0
2020-05-18,Crawford,0,0
2020-05-18,Delta,0,0
2020-05-18,Detroit,20,5
2020-05-18,Dickinson,0,0
2020-05-18,Eaton,2,0
2020-05-18,Emmet,0,0
2020-05-18,Genesee,3,1
2020-05-18,Gladwin,0,0
2020-05-18,Gogebic,0,0
2020-05-18,Grand Traverse,0,0
2020-05-18,Gratiot,7,0
2020-05-18,Hillsdale,1,0
2020-05-18,Houghton,0,0
2020-05-18,Huron,0,0
2020-05-18,Ingham,1,1
2020-05-18,Ionia,0,0
2020-05-18,Iosco,1,0
2020-05-18,Isabella,0,0
2020-05-18,Jackson,0,0
2020-05-18,Kalamazoo,12,0
2020-05-18,Kalkaska,0,0
2020-05-18,Kent,43,1
2020-05-18,Lake,0,0
2020-05-18,Lapeer,0,0
2020-05-18,Leelanau,0,0
2020-05-18,Lenawee,0,0
2020-05-18,Livingston,1,0
2020-05-18,Luce,0,0
2020-05-18,Mackinac,0,0
2020-05-18,Macomb,12,0
2020-05-18,Manistee,0,0
2020-05-18,Marquette,0,0
2020-05-18,Mason,1,0
2020-05-18,Mecosta,0,0
2020-05-18,Menominee,0,0
2020-05-18,Midland,1,0
2020-05-18,Missaukee,0,0
2020-05-18,Monroe,4,0
2020-05-18,Montcalm,2,0
2020-05-18,Montmorency,0,0
2020-05-18,Muskegon,27,0
2020-05-18,Newaygo,7,0
2020-05-18,Oakland,7,1
2020-05-18,Oceana,4,0
2020-05-18,Ogemaw,0,0
2020-05-18,Osceola,0,0
2020-05-18,Oscoda,0,0
2020-05-18,Otsego,0,0
2020-05-18,Ottawa,27,0
2020-05-18,Presque Isle,0,0
2020-05-18,Roscommon,0,0
2020-05-18,Saginaw,17,2
2020-05-18,Sanilac,0,0
2020-05-18,Schoolcraft,0,0
2020-05-18,Shiawassee,2,0
2020-05-18,St. Clair,4,0
2020-05-18,St. Joseph,1,0
2020-05-18,Tuscola,2,1
2020-05-18,Van Buren,3,1
2020-05-18,Washtenaw,3,1
2020-05-18,Wayne,43,8
2020-05-18,Wexford,0,0
2020-05-18,MDOC,513,0
2020-05-18,FCI,1,0
2020-05-18,Unknown,-1,0
2020-05-18,Non-MI,-26,0
2020-05-18,Grand Total,51915,4915
