dates,county,cases,deaths
2020-04-11,Allegan,0,0
2020-04-11,Alpena,1,0
2020-04-11,Antrim,1,0
2020-04-11,Arenac,0,0
2020-04-11,Barry,1,0
2020-04-11,Bay,5,0
2020-04-11,Berrien,6,1
2020-04-11,Branch,1,0
2020-04-11,Calhoun,6,0
2020-04-11,Cass,0,0
2020-04-11,Charlevoix,1,0
2020-04-11,Cheboygan,1,0
2020-04-11,Clare,1,0
2020-04-11,Clinton,0,0
2020-04-11,Crawford,3,0
2020-04-11,Delta,0,0
2020-04-11,Detroit,168,21
2020-04-11,Dickinson,0,1
2020-04-11,Eaton,2,0
2020-04-11,Emmet,4,0
2020-04-11,Genesee,91,5
2020-04-11,Gladwin,0,0
2020-04-11,Gogebic,0,0
2020-04-11,Grand Traverse,1,0
2020-04-11,Gratiot,1,0
2020-04-11,Hillsdale,5,0
2020-04-11,Houghton,0,0
2020-04-11,Huron,0,0
2020-04-11,Ingham,2,0
2020-04-11,Ionia,0,0
2020-04-11,Iosco,1,0
2020-04-11,Isabella,1,1
2020-04-11,Jackson,12,0
2020-04-11,Kalamazoo,2,0
2020-04-11,Kalkaska,3,0
2020-04-11,Kent,20,0
2020-04-11,Lake,1,0
2020-04-11,Lapeer,8,0
2020-04-11,Leelanau,0,0
2020-04-11,Lenawee,4,0
2020-04-11,Livingston,10,0
2020-04-11,Luce,0,0
2020-04-11,Mackinac,0,0
2020-04-11,Macomb,191,12
2020-04-11,Manistee,0,0
2020-04-11,Marquette,0,0
2020-04-11,Mason,1,0
2020-04-11,Mecosta,0,0
2020-04-11,Menominee,0,0
2020-04-11,Midland,2,0
2020-04-11,Missaukee,0,0
2020-04-11,Monroe,9,1
2020-04-11,Montcalm,1,0
2020-04-11,Muskegon,0,0
2020-04-11,Newaygo,2,0
2020-04-11,Oakland,291,34
2020-04-11,Oceana,0,0
2020-04-11,Ogemaw,1,0
2020-04-11,Osceola,1,0
2020-04-11,Oscoda,1,0
2020-04-11,Otsego,2,0
2020-04-11,Ottawa,3,1
2020-04-11,Presque Isle,0,0
2020-04-11,Roscommon,0,0
2020-04-11,Saginaw,14,0
2020-04-11,Sanilac,0,0
2020-04-11,Schoolcraft,1,0
2020-04-11,Shiawassee,3,0
2020-04-11,St. Clair,11,0
2020-04-11,St. Joseph,0,0
2020-04-11,Tuscola,-1,1
2020-04-11,Van Buren,1,0
2020-04-11,Washtenaw,26,3
2020-04-11,Wayne,244,22
2020-04-11,Wexford,0,1
2020-04-11,MDOC,29,3
2020-04-11,FCI,10,0
2020-04-11,Unknown,2,5
2020-04-11,Non-MI,3,0
2020-04-11,Totals,23993,1392
