dates,county,cases,deaths
2020-04-17,Alcona,0,0
2020-04-17,Allegan,4,0
2020-04-17,Alpena,0,1
2020-04-17,Antrim,-1,0
2020-04-17,Arenac,0,0
2020-04-17,Barry,1,0
2020-04-17,Bay,2,0
2020-04-17,Berrien,11,1
2020-04-17,Branch,4,0
2020-04-17,Calhoun,11,1
2020-04-17,Cass,3,0
2020-04-17,Charlevoix,0,0
2020-04-17,Cheboygan,0,0
2020-04-17,Clare,0,0
2020-04-17,Clinton,1,0
2020-04-17,Crawford,4,1
2020-04-17,Delta,0,0
2020-04-17,Detroit,31,36
2020-04-17,Dickinson,0,0
2020-04-17,Eaton,3,0
2020-04-17,Emmet,0,0
2020-04-17,Genesee,50,7
2020-04-17,Gladwin,0,0
2020-04-17,Gogebic,0,0
2020-04-17,Grand Traverse,0,1
2020-04-17,Gratiot,0,0
2020-04-17,Hillsdale,1,1
2020-04-17,Houghton,0,0
2020-04-17,Huron,0,0
2020-04-17,Ingham,20,0
2020-04-17,Ionia,0,0
2020-04-17,Iosco,2,0
2020-04-17,Isabella,1,1
2020-04-17,Jackson,18,1
2020-04-17,Kalamazoo,12,1
2020-04-17,Kalkaska,0,0
2020-04-17,Kent,45,3
2020-04-17,Lake,0,0
2020-04-17,Lapeer,9,0
2020-04-17,Leelanau,1,0
2020-04-17,Lenawee,0,0
2020-04-17,Livingston,6,0
2020-04-17,Luce,0,0
2020-04-17,Mackinac,1,0
2020-04-17,Macomb,153,19
2020-04-17,Manistee,0,0
2020-04-17,Marquette,2,0
2020-04-17,Mason,0,0
2020-04-17,Mecosta,1,0
2020-04-17,Menominee,0,0
2020-04-17,Midland,1,0
2020-04-17,Missaukee,0,0
2020-04-17,Monroe,6,0
2020-04-17,Montcalm,1,0
2020-04-17,Montmorency,1,0
2020-04-17,Muskegon,18,0
2020-04-17,Newaygo,0,0
2020-04-17,Oakland,123,22
2020-04-17,Oceana,1,0
2020-04-17,Ogemaw,0,0
2020-04-17,Osceola,0,0
2020-04-17,Oscoda,0,0
2020-04-17,Otsego,1,1
2020-04-17,Ottawa,6,3
2020-04-17,Presque Isle,0,0
2020-04-17,Roscommon,0,0
2020-04-17,Saginaw,20,4
2020-04-17,Sanilac,2,1
2020-04-17,Schoolcraft,0,0
2020-04-17,Shiawassee,16,0
2020-04-17,St. Clair,4,0
2020-04-17,St. Joseph,0,0
2020-04-17,Tuscola,4,0
2020-04-17,Van Buren,2,0
2020-04-17,Washtenaw,29,0
2020-04-17,Wayne,200,27
2020-04-17,Wexford,0,0
2020-04-17,MDOC,28,3
2020-04-17,FCI,5,0
2020-04-17,Unknown,-30,0
2020-04-17,Non-MI,-73,-1
2020-04-17,Totals,30023,2227
