dates,county,cases,deaths
2020-04-07,Allegan,3,0
2020-04-07,Antrim,1,0
2020-04-07,Arenac,0,0
2020-04-07,Barry,0,0
2020-04-07,Bay,1,0
2020-04-07,Berrien,4,1
2020-04-07,Branch,1,0
2020-04-07,Calhoun,2,0
2020-04-07,Cass,2,0
2020-04-07,Charlevoix,0,0
2020-04-07,Cheboygan,2,0
2020-04-07,Chippewa,0,0
2020-04-07,Clare,-1,0
2020-04-07,Clinton,17,0
2020-04-07,Crawford,3,1
2020-04-07,Delta,0,0
2020-04-07,Detroit,453,29
2020-04-07,Dickinson,0,0
2020-04-07,Eaton,4,0
2020-04-07,Emmet,1,0
2020-04-07,Genesee,70,7
2020-04-07,Gladwin,0,0
2020-04-07,Gogebic,0,0
2020-04-07,Grand Traverse,1,0
2020-04-07,Gratiot,1,0
2020-04-07,Hillsdale,9,1
2020-04-07,Houghton,0,0
2020-04-07,Huron,0,0
2020-04-07,Ingham,11,0
2020-04-07,Ionia,1,1
2020-04-07,Iosco,1,0
2020-04-07,Isabella,6,0
2020-04-07,Jackson,11,0
2020-04-07,Kalamazoo,6,1
2020-04-07,Kalkaska,2,0
2020-04-07,Kent,10,1
2020-04-07,Lapeer,7,3
2020-04-07,Leelanau,1,0
2020-04-07,Lenawee,0,0
2020-04-07,Livingston,12,0
2020-04-07,Luce,0,0
2020-04-07,Mackinac,1,0
2020-04-07,Macomb,255,21
2020-04-07,Manistee,3,0
2020-04-07,Marquette,4,0
2020-04-07,Mason,1,0
2020-04-07,Mecosta,2,0
2020-04-07,Midland,0,0
2020-04-07,Missaukee,0,0
2020-04-07,Monroe,12,0
2020-04-07,Montcalm,1,1
2020-04-07,Muskegon,8,0
2020-04-07,Newaygo,1,0
2020-04-07,Oakland,356,20
2020-04-07,Oceana,0,1
2020-04-07,Ogemaw,0,0
2020-04-07,Osceola,0,0
2020-04-07,Oscoda,0,0
2020-04-07,Otsego,2,0
2020-04-07,Ottawa,8,0
2020-04-07,Presque Isle,0,0
2020-04-07,Roscommon,1,0
2020-04-07,Saginaw,14,1
2020-04-07,Sanilac,3,0
2020-04-07,Shiawassee,0,0
2020-04-07,St. Clair,19,0
2020-04-07,St. Joseph,3,0
2020-04-07,Tuscola,4,0
2020-04-07,Van Buren,1,0
2020-04-07,Washtenaw,20,1
2020-04-07,Wayne,322,27
2020-04-07,Wexford,2,0
2020-04-07,Unknown,38,1
2020-04-07,Non-MI,27,0
2020-04-07,Totals,18970,845
