2020-05-01,Alcona,4,1.0
2020-05-01,Allegan,104,2.0
2020-05-01,Alpena,82,6.0
2020-05-01,Antrim,10,0.0
2020-05-01,Arenac,26,1.0
2020-05-01,Baraga,1,0.0
2020-05-01,Barry,36,1.0
2020-05-01,Bay,150,6.0
2020-05-01,Benzie,4,0.0
2020-05-01,Berrien,263,15.0
2020-05-01,Branch,64,2.0
2020-05-01,Calhoun,231,15.0
2020-05-01,Cass,30,2.0
2020-05-01,Charlevoix,13,1.0
2020-05-01,Cheboygan,19,1.0
2020-05-01,Chippewa,2,0.0
2020-05-01,Clare,11,1.0
2020-05-01,Clinton,118,9.0
2020-05-01,Crawford,53,4.0
2020-05-01,Delta,13,2.0
2020-05-01,Detroit City,9162,1040.0
2020-05-01,Dickinson,3,2.0
2020-05-01,Eaton,133,6.0
2020-05-01,Emmet,21,2.0
2020-05-01,Genesee,1600,192.0
2020-05-01,Gladwin,16,1.0
2020-05-01,Gogebic,4,1.0
2020-05-01,Grand Traverse,19,5.0
2020-05-01,Gratiot,21,1.0
2020-05-01,Hillsdale,127,17.0
2020-05-01,Houghton,2,0.0
2020-05-01,Huron,19,0.0
2020-05-01,Ingham,483,12.0
2020-05-01,Ionia,80,2.0
2020-05-01,Iosco,51,7.0
2020-05-01,Isabella,60,7.0
2020-05-01,Jackson,381,22.0
2020-05-01,Kalamazoo,405,18.0
2020-05-01,Kalkaska,17,2.0
2020-05-01,Kent,1600,36.0
2020-05-01,Lake,2,0.0
2020-05-01,Lapeer,171,25.0
2020-05-01,Leelanau,9,0.0
2020-05-01,Lenawee,98,2.0
2020-05-01,Livingston,343,19.0
2020-05-01,Luce,1,0.0
2020-05-01,Mackinac,6,0.0
2020-05-01,Macomb,5623,614.0
2020-05-01,Manistee,11,0.0
2020-05-01,Marquette,50,8.0
2020-05-01,Mason,10,0.0
2020-05-01,Mecosta,14,1.0
2020-05-01,Menominee,5,0.0
2020-05-01,Midland,60,6.0
2020-05-01,Missaukee,16,1.0
2020-05-01,Monroe,296,12.0
2020-05-01,Montcalm,40,1.0
2020-05-01,Montmorency,5,0.0
2020-05-01,Muskegon,288,17.0
2020-05-01,Newaygo,24,0.0
2020-05-01,Oakland,7423,705.0
2020-05-01,Oceana,11,1.0
2020-05-01,Ogemaw,14,0.0
2020-05-01,Osceola,8,0.0
2020-05-01,Oscoda,5,0.0
2020-05-01,Otsego,92,8.0
2020-05-01,Ottawa,254,11.0
2020-05-01,Presque Isle,11,0.0
2020-05-01,Roscommon,16,0.0
2020-05-01,Saginaw,684,63.0
2020-05-01,Sanilac,36,5.0
2020-05-01,Schoolcraft,3,0.0
2020-05-01,Shiawassee,183,12.0
2020-05-01,St Clair,331,21.0
2020-05-01,St Joseph,33,1.0
2020-05-01,Tuscola,106,14.0
2020-05-01,Van Buren,54,2.0
2020-05-01,Washtenaw,1091,66.0
2020-05-01,Wayne,7808,762.0
2020-05-01,Wexford,9,2.0
2020-05-01,MDOC*,1560,42.0
2020-05-01,FCI**,90,2.0
2020-05-01,Unknown,16,1.0
2020-05-01,Out of State,8,0.0
2020-05-01,Totals,42356,3866.0
