2020-05-14,Alcona,5,1.0
2020-05-14,Allegan,168,2.0
2020-05-14,Alpena,88,8.0
2020-05-14,Antrim,10,0.0
2020-05-14,Arenac,29,1.0
2020-05-14,Baraga,1,0.0
2020-05-14,Barry,58,1.0
2020-05-14,Bay,226,12.0
2020-05-14,Benzie,4,0.0
2020-05-14,Berrien,470,27.0
2020-05-14,Branch,90,2.0
2020-05-14,Calhoun,286,18.0
2020-05-14,Cass,46,2.0
2020-05-14,Charlevoix,13,1.0
2020-05-14,Cheboygan,19,1.0
2020-05-14,Chippewa,2,0.0
2020-05-14,Clare,14,2.0
2020-05-14,Clinton,129,10.0
2020-05-14,Crawford,57,4.0
2020-05-14,Delta,14,2.0
2020-05-14,Detroit City,10164,1236.0
2020-05-14,Dickinson,5,2.0
2020-05-14,Eaton,161,6.0
2020-05-14,Emmet,21,2.0
2020-05-14,Genesee,1813,228.0
2020-05-14,Gladwin,17,1.0
2020-05-14,Gogebic,4,1.0
2020-05-14,Grand Traverse,23,5.0
2020-05-14,Gratiot,35,4.0
2020-05-14,Hillsdale,155,22.0
2020-05-14,Houghton,2,0.0
2020-05-14,Huron,39,1.0
2020-05-14,Ingham,619,19.0
2020-05-14,Ionia,114,3.0
2020-05-14,Iosco,56,8.0
2020-05-14,Isabella,62,7.0
2020-05-14,Jackson,411,26.0
2020-05-14,Kalamazoo,669,40.0
2020-05-14,Kalkaska,17,2.0
2020-05-14,Kent,2627,48.0
2020-05-14,Lake,2,0.0
2020-05-14,Lapeer,176,30.0
2020-05-14,Leelanau,10,0.0
2020-05-14,Lenawee,132,3.0
2020-05-14,Livingston,380,23.0
2020-05-14,Luce,1,0.0
2020-05-14,Mackinac,6,0.0
2020-05-14,Macomb,6232,728.0
2020-05-14,Manistee,11,0.0
2020-05-14,Marquette,51,10.0
2020-05-14,Mason,23,0.0
2020-05-14,Mecosta,17,2.0
2020-05-14,Menominee,7,0.0
2020-05-14,Midland,67,8.0
2020-05-14,Missaukee,16,1.0
2020-05-14,Monroe,415,18.0
2020-05-14,Montcalm,52,1.0
2020-05-14,Montmorency,5,0.0
2020-05-14,Muskegon,435,21.0
2020-05-14,Newaygo,38,0.0
2020-05-14,Oakland,7952,888.0
2020-05-14,Oceana,44,2.0
2020-05-14,Ogemaw,16,0.0
2020-05-14,Osceola,9,0.0
2020-05-14,Oscoda,5,1.0
2020-05-14,Otsego,98,10.0
2020-05-14,Ottawa,483,23.0
2020-05-14,Presque Isle,11,0.0
2020-05-14,Roscommon,20,0.0
2020-05-14,Saginaw,866,93.0
2020-05-14,Sanilac,38,5.0
2020-05-14,Schoolcraft,4,0.0
2020-05-14,Shiawassee,219,19.0
2020-05-14,St Clair,394,28.0
2020-05-14,St Joseph,79,1.0
2020-05-14,Tuscola,163,17.0
2020-05-14,Van Buren,100,5.0
2020-05-14,Washtenaw,1231,86.0
2020-05-14,Wayne,8606,947.0
2020-05-14,Wexford,11,2.0
2020-05-14,MDOC*,2171,56.0
2020-05-14,FCI**,115,3.0
2020-05-14,Unknown,35,1.0
2020-05-14,Out of State,93,0.0
2020-05-14,Grand Total,49582,4787.0
