dates,county,cases,deaths
2020-04-21,Alcona,-1,0
2020-04-21,Allegan,5,0
2020-04-21,Alpena,20,0
2020-04-21,Antrim,0,0
2020-04-21,Arenac,1,0
2020-04-21,Barry,0,0
2020-04-21,Bay,1,0
2020-04-21,Benzie,0,0
2020-04-21,Berrien,6,2
2020-04-21,Branch,3,0
2020-04-21,Calhoun,8,0
2020-04-21,Cass,0,0
2020-04-21,Charlevoix,0,0
2020-04-21,Cheboygan,0,0
2020-04-21,Chippewa,-1,0
2020-04-21,Clare,0,0
2020-04-21,Clinton,1,0
2020-04-21,Crawford,1,0
2020-04-21,Delta,-1,1
2020-04-21,Detroit,168,87
2020-04-21,Dickinson,0,0
2020-04-21,Eaton,9,0
2020-04-21,Emmet,0,0
2020-04-21,Genesee,42,8
2020-04-21,Gladwin,0,0
2020-04-21,Gogebic,0,0
2020-04-21,Grand Traverse,0,1
2020-04-21,Gratiot,0,0
2020-04-21,Hillsdale,4,0
2020-04-21,Houghton,0,0
2020-04-21,Huron,-1,-1
2020-04-21,Ingham,21,0
2020-04-21,Ionia,3,0
2020-04-21,Iosco,2,0
2020-04-21,Isabella,1,0
2020-04-21,Jackson,20,2
2020-04-21,Kalamazoo,16,1
2020-04-21,Kalkaska,0,0
2020-04-21,Kent,76,1
2020-04-21,Lake,0,0
2020-04-21,Lapeer,3,2
2020-04-21,Leelanau,0,0
2020-04-21,Lenawee,6,0
2020-04-21,Livingston,13,0
2020-04-21,Luce,0,0
2020-04-21,Mackinac,0,0
2020-04-21,Macomb,119,42
2020-04-21,Manistee,0,0
2020-04-21,Marquette,3,0
2020-04-21,Mason,0,0
2020-04-21,Mecosta,1,0
2020-04-21,Menominee,0,0
2020-04-21,Midland,1,0
2020-04-21,Missaukee,1,0
2020-04-21,Monroe,5,0
2020-04-21,Montcalm,0,0
2020-04-21,Montmorency,0,0
2020-04-21,Muskegon,11,3
2020-04-21,Newaygo,3,0
2020-04-21,Oakland,128,27
2020-04-21,Oceana,1,0
2020-04-21,Ogemaw,0,0
2020-04-21,Osceola,1,0
2020-04-21,Oscoda,0,-1
2020-04-21,Otsego,5,1
2020-04-21,Ottawa,10,0
2020-04-21,Presque Isle,4,0
2020-04-21,Roscommon,0,0
2020-04-21,Saginaw,14,3
2020-04-21,Sanilac,0,0
2020-04-21,Schoolcraft,0,0
2020-04-21,Shiawassee,12,1
2020-04-21,St. Clair,7,4
2020-04-21,St. Joseph,0,0
2020-04-21,Tuscola,0,-1
2020-04-21,Van Buren,1,0
2020-04-21,Washtenaw,22,7
2020-04-21,Wayne,175,43
2020-04-21,Wexford,0,0
2020-04-21,MDOC,54,1
2020-04-21,FCI,2,0
2020-04-21,Unknown,-2,-2
2020-04-21,Non-MI,-37,0
2020-04-21,Totals,32967,2700
