dates,county,cases,deaths
2020-05-21,Alcona,1,0
2020-05-21,Allegan,4,0
2020-05-21,Alpena,1,0
2020-05-21,Antrim,0,0
2020-05-21,Arenac,0,0
2020-05-21,Baraga,0,0
2020-05-21,Barry,0,0
2020-05-21,Bay,5,0
2020-05-21,Benzie,0,0
2020-05-21,Berrien,12,6
2020-05-21,Branch,1,0
2020-05-21,Calhoun,7,0
2020-05-21,Cass,2,0
2020-05-21,Charlevoix,0,0
2020-05-21,Cheboygan,0,0
2020-05-21,Chippewa,0,0
2020-05-21,Clare,-1,0
2020-05-21,Clinton,1,0
2020-05-21,Crawford,0,0
2020-05-21,Delta,1,0
2020-05-21,Detroit,59,15
2020-05-21,Dickinson,0,0
2020-05-21,Eaton,2,0
2020-05-21,Emmet,0,0
2020-05-21,Genesee,11,2
2020-05-21,Gladwin,0,0
2020-05-21,Gogebic,0,0
2020-05-21,Grand Traverse,0,0
2020-05-21,Gratiot,1,0
2020-05-21,Hillsdale,1,0
2020-05-21,Houghton,0,0
2020-05-21,Huron,1,0
2020-05-21,Ingham,7,1
2020-05-21,Ionia,5,0
2020-05-21,Iosco,2,0
2020-05-21,Isabella,0,0
2020-05-21,Jackson,4,0
2020-05-21,Kalamazoo,11,0
2020-05-21,Kalkaska,0,0
2020-05-21,Kent,109,2
2020-05-21,Lake,0,0
2020-05-21,Lapeer,0,0
2020-05-21,Leelanau,0,0
2020-05-21,Lenawee,2,0
2020-05-21,Livingston,2,0
2020-05-21,Luce,0,0
2020-05-21,Mackinac,0,0
2020-05-21,Macomb,28,9
2020-05-21,Manistee,0,0
2020-05-21,Marquette,0,0
2020-05-21,Mason,1,0
2020-05-21,Mecosta,0,0
2020-05-21,Menominee,0,0
2020-05-21,Midland,0,0
2020-05-21,Missaukee,0,0
2020-05-21,Monroe,4,0
2020-05-21,Montcalm,2,0
2020-05-21,Montmorency,0,0
2020-05-21,Muskegon,22,0
2020-05-21,Newaygo,8,0
2020-05-21,Oakland,8,10
2020-05-21,Oceana,3,0
2020-05-21,Ogemaw,0,0
2020-05-21,Osceola,0,0
2020-05-21,Oscoda,-1,0
2020-05-21,Otsego,0,0
2020-05-21,Ottawa,16,0
2020-05-21,Presque Isle,0,0
2020-05-21,Roscommon,0,0
2020-05-21,Saginaw,11,3
2020-05-21,Sanilac,0,0
2020-05-21,Schoolcraft,0,0
2020-05-21,Shiawassee,3,1
2020-05-21,St. Clair,3,0
2020-05-21,St. Joseph,0,0
2020-05-21,Tuscola,4,0
2020-05-21,Van Buren,1,0
2020-05-21,Washtenaw,4,5
2020-05-21,Wayne,47,14
2020-05-21,Wexford,0,0
2020-05-21,MDOC,62,0
2020-05-21,FCI,3,1
2020-05-21,Unknown,0,0
2020-05-21,Non-MI,21,0
2020-05-21,Grand Total,53510,5129
