dates,county,cases,deaths
2020-04-16,Alcona,0,0
2020-04-16,Allegan,0,0
2020-04-16,Alpena,1,0
2020-04-16,Antrim,0,0
2020-04-16,Arenac,0,0
2020-04-16,Baraga,1,0
2020-04-16,Barry,2,0
2020-04-16,Bay,3,0
2020-04-16,Berrien,10,0
2020-04-16,Branch,1,0
2020-04-16,Calhoun,15,1
2020-04-16,Cass,2,0
2020-04-16,Charlevoix,0,0
2020-04-16,Cheboygan,0,0
2020-04-16,Clare,2,0
2020-04-16,Clinton,2,1
2020-04-16,Crawford,2,0
2020-04-16,Delta,1,0
2020-04-16,Detroit,247,71
2020-04-16,Dickinson,0,0
2020-04-16,Eaton,7,0
2020-04-16,Emmet,0,0
2020-04-16,Genesee,63,10
2020-04-16,Gladwin,2,0
2020-04-16,Gogebic,0,0
2020-04-16,Grand Traverse,0,0
2020-04-16,Gratiot,0,0
2020-04-16,Hillsdale,3,0
2020-04-16,Houghton,0,0
2020-04-16,Huron,1,0
2020-04-16,Ingham,8,1
2020-04-16,Ionia,2,0
2020-04-16,Iosco,2,0
2020-04-16,Isabella,2,1
2020-04-16,Jackson,14,0
2020-04-16,Kalamazoo,15,0
2020-04-16,Kalkaska,1,0
2020-04-16,Kent,31,1
2020-04-16,Lake,0,0
2020-04-16,Lapeer,6,3
2020-04-16,Leelanau,1,0
2020-04-16,Lenawee,3,0
2020-04-16,Livingston,9,2
2020-04-16,Luce,0,0
2020-04-16,Mackinac,0,0
2020-04-16,Macomb,200,24
2020-04-16,Manistee,1,0
2020-04-16,Marquette,0,0
2020-04-16,Mason,1,0
2020-04-16,Mecosta,0,0
2020-04-16,Menominee,0,0
2020-04-16,Midland,5,0
2020-04-16,Missaukee,1,0
2020-04-16,Monroe,6,1
2020-04-16,Montcalm,0,0
2020-04-16,Montmorency,1,0
2020-04-16,Muskegon,17,0
2020-04-16,Newaygo,0,0
2020-04-16,Oakland,202,28
2020-04-16,Oceana,0,0
2020-04-16,Ogemaw,1,0
2020-04-16,Osceola,1,0
2020-04-16,Oscoda,0,0
2020-04-16,Otsego,9,0
2020-04-16,Ottawa,8,0
2020-04-16,Presque Isle,0,0
2020-04-16,Roscommon,0,0
2020-04-16,Saginaw,36,1
2020-04-16,Sanilac,0,0
2020-04-16,Schoolcraft,0,0
2020-04-16,Shiawassee,7,0
2020-04-16,St. Clair,11,0
2020-04-16,St. Joseph,1,0
2020-04-16,Tuscola,3,1
2020-04-16,Van Buren,0,0
2020-04-16,Washtenaw,28,1
2020-04-16,Wayne,211,26
2020-04-16,Wexford,0,0
2020-04-16,MDOC,14,0
2020-04-16,FCI,3,0
2020-04-16,Unknown,0,-1
2020-04-16,Non-MI,-22,0
2020-04-16,Totals,29263,2093
