2020-04-06,Allegan,15,0.0
2020-04-06,Antrim,5,0.0
2020-04-06,Arenac,3,0.0
2020-04-06,Barry,7,0.0
2020-04-06,Bay,30,0.0
2020-04-06,Berrien,60,1.0
2020-04-06,Branch,15,1.0
2020-04-06,Calhoun,41,1.0
2020-04-06,Cass,7,1.0
2020-04-06,Charlevoix,8,0.0
2020-04-06,Cheboygan,8,1.0
2020-04-06,Chippewa,1,0.0
2020-04-06,Clare,3,0.0
2020-04-06,Clinton,56,1.0
2020-04-06,Crawford,2,0.0
2020-04-06,Delta,7,0.0
2020-04-06,Detroit City,5023,193.0
2020-04-06,Dickinson,2,1.0
2020-04-06,Eaton,57,2.0
2020-04-06,Emmet,13,2.0
2020-04-06,Genesee,568,26.0
2020-04-06,Gladwin,4,0.0
2020-04-06,Gogebic,3,1.0
2020-04-06,Grand Traverse,14,3.0
2020-04-06,Gratiot,5,0.0
2020-04-06,Hillsdale,46,3.0
2020-04-06,Houghton,1,0.0
2020-04-06,Huron,4,0.0
2020-04-06,Ingham,178,1.0
2020-04-06,Ionia,8,0.0
2020-04-06,Iosco,3,1.0
2020-04-06,Isabella,16,2.0
2020-04-06,Jackson,103,4.0
2020-04-06,Kalamazoo,58,3.0
2020-04-06,Kalkaska,8,2.0
2020-04-06,Kent,177,5.0
2020-04-06,Lapeer,49,0.0
2020-04-06,Leelanau,2,0.0
2020-04-06,Lenawee,32,0.0
2020-04-06,Livingston,143,2.0
2020-04-06,Luce,1,0.0
2020-04-06,Mackinac,2,0.0
2020-04-06,Macomb,2159,100.0
2020-04-06,Manistee,6,0.0
2020-04-06,Marquette,15,2.0
2020-04-06,Mecosta,6,1.0
2020-04-06,Midland,22,0.0
2020-04-06,Missaukee,1,1.0
2020-04-06,Monroe,117,0.0
2020-04-06,Montcalm,15,0.0
2020-04-06,Muskegon,33,4.0
2020-04-06,Newaygo,2,0.0
2020-04-06,Oakland,3380,185.0
2020-04-06,Oceana,3,0.0
2020-04-06,Ogemaw,3,0.0
2020-04-06,Ontonagon,1,0.0
2020-04-06,Osceola,3,0.0
2020-04-06,Oscoda,2,0.0
2020-04-06,Otsego,26,2.0
2020-04-06,Ottawa,44,0.0
2020-04-06,Presque Isle,1,0.0
2020-04-06,Roscommon,5,0.0
2020-04-06,Saginaw,139,2.0
2020-04-06,Sanilac,14,2.0
2020-04-06,Shiawassee,24,0.0
2020-04-06,St Clair,110,3.0
2020-04-06,St Joseph,11,0.0
2020-04-06,Tuscola,22,2.0
2020-04-06,Van Buren,16,1.0
2020-04-06,Washtenaw,539,10.0
2020-04-06,Wayne,3247,153.0
2020-04-06,Wexford,5,0.0
2020-04-06,Other*,241,1.0
2020-04-06,Unknown,130,0.0
2020-04-06,Out of State,91,1.0
2020-04-06,Totals,17221,727.0
