dates,county,cases,deaths
2020-04-06,Allegan,1,0
2020-04-06,Antrim,1,0
2020-04-06,Arenac,0,0
2020-04-06,Barry,1,0
2020-04-06,Bay,0,0
2020-04-06,Berrien,2,0
2020-04-06,Branch,2,0
2020-04-06,Calhoun,-1,0
2020-04-06,Cass,0,0
2020-04-06,Charlevoix,1,0
2020-04-06,Cheboygan,0,0
2020-04-06,Chippewa,-1,0
2020-04-06,Clare,2,0
2020-04-06,Clinton,1,0
2020-04-06,Crawford,1,0
2020-04-06,Delta,0,0
2020-04-06,Detroit,528,35
2020-04-06,Dickinson,1,0
2020-04-06,Eaton,2,0
2020-04-06,Emmet,0,0
2020-04-06,Genesee,64,8
2020-04-06,Gladwin,0,0
2020-04-06,Gogebic,0,0
2020-04-06,Grand Traverse,2,0
2020-04-06,Gratiot,1,0
2020-04-06,Hillsdale,2,0
2020-04-06,Houghton,0,0
2020-04-06,Huron,0,0
2020-04-06,Ingham,6,-1
2020-04-06,Ionia,0,0
2020-04-06,Iosco,0,0
2020-04-06,Isabella,4,0
2020-04-06,Jackson,13,1
2020-04-06,Kalamazoo,5,0
2020-04-06,Kalkaska,0,0
2020-04-06,Kent,12,2
2020-04-06,Lapeer,4,0
2020-04-06,Leelanau,1,0
2020-04-06,Lenawee,1,0
2020-04-06,Livingston,8,0
2020-04-06,Luce,0,0
2020-04-06,Mackinac,0,0
2020-04-06,Macomb,156,17
2020-04-06,Manistee,2,0
2020-04-06,Marquette,1,1
2020-04-06,Mecosta,0,0
2020-04-06,Midland,4,0
2020-04-06,Missaukee,0,0
2020-04-06,Monroe,9,0
2020-04-06,Montcalm,1,0
2020-04-06,Muskegon,2,0
2020-04-06,Newaygo,0,0
2020-04-06,Oakland,345,22
2020-04-06,Oceana,0,0
2020-04-06,Ogemaw,0,0
2020-04-06,Ontonagon,0,0
2020-04-06,Osceola,0,0
2020-04-06,Oscoda,0,0
2020-04-06,Otsego,2,1
2020-04-06,Ottawa,0,0
2020-04-06,Presque Isle,0,0
2020-04-06,Roscommon,0,0
2020-04-06,Saginaw,21,2
2020-04-06,Sanilac,1,1
2020-04-06,Shiawassee,1,0
2020-04-06,St. Clair,35,3
2020-04-06,St. Joseph,1,0
2020-04-06,Tuscola,0,0
2020-04-06,Van Buren,2,0
2020-04-06,Washtenaw,21,2
2020-04-06,Wayne,224,18
2020-04-06,Wexford,0,0
2020-04-06,Unknown,22,0
2020-04-06,Non-MI,8,0
2020-04-06,Totals,17221,727
