dates,county,cases,deaths
2020-04-12,Allegan,2,0
2020-04-12,Alpena,0,0
2020-04-12,Antrim,1,0
2020-04-12,Arenac,1,0
2020-04-12,Barry,0,0
2020-04-12,Bay,1,2
2020-04-12,Berrien,10,1
2020-04-12,Branch,1,0
2020-04-12,Calhoun,3,0
2020-04-12,Cass,-1,0
2020-04-12,Charlevoix,0,0
2020-04-12,Cheboygan,-1,0
2020-04-12,Clare,0,0
2020-04-12,Clinton,1,0
2020-04-12,Crawford,4,0
2020-04-12,Delta,0,0
2020-04-12,Detroit,116,20
2020-04-12,Dickinson,0,0
2020-04-12,Eaton,3,0
2020-04-12,Emmet,0,0
2020-04-12,Genesee,36,6
2020-04-12,Gladwin,0,0
2020-04-12,Gogebic,0,0
2020-04-12,Grand Traverse,0,0
2020-04-12,Gratiot,0,0
2020-04-12,Hillsdale,0,0
2020-04-12,Houghton,0,0
2020-04-12,Huron,1,0
2020-04-12,Ingham,9,0
2020-04-12,Ionia,0,0
2020-04-12,Iosco,-1,0
2020-04-12,Isabella,1,0
2020-04-12,Jackson,19,0
2020-04-12,Kalamazoo,5,0
2020-04-12,Kalkaska,0,0
2020-04-12,Kent,17,0
2020-04-12,Lake,0,0
2020-04-12,Lapeer,6,0
2020-04-12,Leelanau,0,0
2020-04-12,Lenawee,4,0
2020-04-12,Livingston,3,1
2020-04-12,Luce,0,0
2020-04-12,Mackinac,0,0
2020-04-12,Macomb,90,8
2020-04-12,Manistee,1,0
2020-04-12,Marquette,1,2
2020-04-12,Mason,0,0
2020-04-12,Mecosta,0,0
2020-04-12,Menominee,0,0
2020-04-12,Midland,1,0
2020-04-12,Missaukee,0,0
2020-04-12,Monroe,0,1
2020-04-12,Montcalm,1,0
2020-04-12,Muskegon,2,0
2020-04-12,Newaygo,0,0
2020-04-12,Oakland,113,13
2020-04-12,Oceana,0,0
2020-04-12,Ogemaw,0,0
2020-04-12,Osceola,0,0
2020-04-12,Oscoda,0,0
2020-04-12,Otsego,2,0
2020-04-12,Ottawa,2,0
2020-04-12,Presque Isle,0,0
2020-04-12,Roscommon,1,0
2020-04-12,Saginaw,20,0
2020-04-12,Sanilac,0,0
2020-04-12,Schoolcraft,0,0
2020-04-12,Shiawassee,17,1
2020-04-12,St. Clair,9,2
2020-04-12,St. Joseph,1,0
2020-04-12,Tuscola,5,1
2020-04-12,Van Buren,0,0
2020-04-12,Washtenaw,31,0
2020-04-12,Wayne,97,32
2020-04-12,Wexford,0,0
2020-04-12,MDOC,6,0
2020-04-12,FCI,0,0
2020-04-12,Unknown,0,5
2020-04-12,Non-MI,4,0
2020-04-12,Totals,24638,1487
